FIPS code,CBSA 2012 pop,County 2012 pop,2013 code
48107,297669,6126,3
48109,.,2290,6
48111,.,6996,6
48113,6700991,2453843,1
48115,13640,13640,5
48117,19360,19360,5
48119,.,5329,6
48121,6700991,707304,2
48123,.,20465,6
48125,.,2323,6
48127,.,10461,6
48129,.,3598,6
48131,.,11717,6
48133,.,18421,6
48135,144325,144325,4
48137,.,1968,6
48139,6700991,153969,2
48141,830735,827398,3
48143,39321,39321,5
48145,256317,17610,3
48147,.,33831,6
48149,.,24695,6
48151,.,3844,6
48153,.,6367,6
48155,.,1307,6
48157,6177035,627293,2
48159,.,10640,6
48161,.,19515,6
48163,.,17702,6
48165,.,18413,6
48167,6177035,300484,2
48169,.,6412,6
48171,25153,25153,5
48173,36667,1259,5
48175,96620,7351,4
48177,.,20045,6
48179,22978,22978,5
48181,121935,121935,4
48183,216679,122658,4
48185,.,26783,6
48187,2234003,139841,2
48189,36385,36385,5
48191,.,3293,6
48193,.,8307,6
48195,.,5521,6
48197,.,4082,6
48199,404180,55190,3
48201,6177035,4253700,1
48203,67450,67450,5
48205,.,6144,6
48207,.,5901,6
48209,1834303,168990,2
48211,.,4080,6
48213,79094,79094,5
48215,806552,806552,3
48217,.,35115,6
48219,23072,23072,5
48221,6700991,52044,2
48223,35469,35469,5
48225,.,23161,6
48227,36667,35408,5
48229,830735,3337,3
48231,6700991,87079,2
48233,21922,21922,5
48235,114854,1573,4
48237,.,8983,6
48239,.,14255,6
48241,.,35923,6
48243,.,2307,6
48245,404180,251813,3
48247,.,5249,6
48249,41754,41754,5
48251,6700991,153441,2
48253,166963,19973,4
48255,.,15233,6
48257,6700991,106753,2
48259,2234003,35956,2
48261,32456,431,5
48263,.,839,6
48265,49786,49786,5
48267,.,4560,6
48269,.,276,6
48271,.,3603,6
48273,32456,32025,5
48275,.,3789,6
48277,49811,49811,5
48279,.,14008,6
48281,420375,20107,3
48283,.,7109,6
48285,.,19468,6
48287,.,16601,6
48289,.,16803,6
48291,6177035,76571,2
48293,.,23585,6
48295,.,3480,6
48297,.,11664,6
48299,.,19085,6
48301,.,71,6
48303,297669,285760,3
48305,297669,5783,3
48307,.,8313,6
48309,256317,238707,3
48311,.,726,6
48313,.,13677,6
48315,.,10324,6
48317,151662,5017,4
48319,.,4003,6
48321,36547,36547,5
48323,55365,55365,5
48325,2234003,46765,2
48327,.,2240,6
48329,151662,146645,4
48331,.,24157,6
48333,.,4828,6
48335,.,9336,6
48337,.,19565,6
48339,6177035,485047,2
48341,22313,22313,5
48343,.,12787,6
48345,.,1202,6
48347,66034,66034,5
48349,47979,47979,5
48351,404180,14200,3
48353,14924,14924,5
48355,437109,347691,3
48357,.,10728,6
48359,257578,2060,3
48361,404180,82977,3
48363,27856,27856,5
48365,.,24020,6
48367,6700991,119712,2
48369,.,10183,6
48371,.,15619,6
48373,.,45656,6
48375,257578,122335,3
48377,.,7525,6
48379,.,10943,6
48381,257578,125082,3
48383,.,3475,6
48385,.,3369,6
48387,.,12694,6
48389,13798,13798,5
48391,.,7259,6
48393,.,854,6
48395,234501,16545,4
48397,6700991,83021,2
48399,.,10449,6
48401,216679,54026,4
48403,.,10433,6
48405,.,8818,6
48407,.,27126,6
48409,437109,65600,3
48411,.,6002,6
48413,.,3264,6
48415,17126,17126,5
48417,.,3356,6
48419,.,26019,6
48421,.,3073,6
48423,214821,214821,4
48425,6700991,8598,2
48427,61615,61615,5
48429,.,9464,6
48431,.,1191,6
48433,.,1475,6
48435,.,3950,6
48437,.,7891,6
48439,6700991,1880153,1
48441,166963,133473,4
48443,.,917,6
48445,.,12613,6
48447,.,1601,6
48449,32663,32663,5
48451,114854,113281,4
48453,1834303,1095584,1
48455,82717,14309,5
48457,.,21458,6
48459,216679,39995,4
48461,.,3283,6
48463,26752,26752,5
48465,48705,48705,5
48467,.,52427,6
48469,96620,89269,4
48471,82717,68408,5
48473,6177035,44357,2
48475,.,10879,6
48477,34093,34093,5
48479,259172,259172,3
48481,41285,41285,5
48483,.,5626,6
48485,150829,131559,4
48487,13258,13258,5
48489,22058,22058,5
48491,1834303,456232,2
48493,2234003,44370,2
48495,.,7330,6
48497,6700991,60432,2
48499,.,42022,6
48501,.,8075,6
48503,.,18339,6
48505,14290,14290,5
48507,.,11961,6
49001,.,6501,6
49003,612441,50171,3
49005,128306,115520,4
49007,21246,21246,5
49009,.,1090,6
49011,612441,315809,3
49013,.,19244,6
49015,.,10933,6
49017,.,5095,6
49019,.,9328,6
49021,46750,46750,5
49023,550845,10341,3
49025,.,7221,6
49027,.,12569,6
49029,612441,9821,3
49031,.,1524,6
49033,.,2267,6
49035,1123712,1063842,1
49037,.,14965,6
49039,.,27906,6
49041,.,20784,6
49043,38003,38003,5
49045,1123712,59870,2
49047,34524,34524,5
49049,550845,540504,3
49051,25273,25273,5
49053,144809,144809,4
49055,.,2737,6
49057,612441,236640,3
50001,.,36745,6
50003,36697,36697,5
50005,.,31121,6
50007,213701,158504,4
50009,38322,6226,5
50011,213701,48214,4
50013,213701,6983,4
50015,.,24958,6
50017,217390,28924,5
50019,.,27109,6
50021,60869,60869,5
50023,59465,59465,5
50025,.,43985,6
50027,217390,56211,5
51001,.,33341,6
51003,222860,102251,4
51005,.,16230,6
51007,1231980,12759,2
51009,255342,32384,3
51011,255342,15128,3
51013,-WV        5860342,221045,1
51015,118686,73658,4
51017,.,4652,6
51019,255342,69590,3
51021,.,6738,6
51023,310118,33154,3
51025,.,17010,6
51027,.,23859,6
51029,222860,17088,4
51031,255342,55163,3
51033,1231980,28972,2
51035,.,29851,6
51036,1231980,7157,2
51037,.,12404,6
51041,1231980,323856,2
51043,-WV        5860342,14323,2
51045,310118,5213,3
51047,-WV        5860342,47911,2
51049,.,9849,6
51051,60676,15690,5
51053,1231980,27994,2
51057,.,11233,6
51059,-WV        5860342,1118602,2
51061,-WV        5860342,66542,2
51063,178933,15390,4
51065,222860,25967,4
51067,310118,56411,3
51069,130907,80317,4
51071,178933,16928,4
51073,C          1699925,36886,2
51075,1231980,21347,2
51077,.,15183,6
51079,222860,18771,4
51081,.,11851,6
51083,.,35849,6
51085,1231980,100668,2
51087,1231980,314932,2
51089,66702,52969,5
51091,.,2245,6
51093,C          1699925,35399,2
51095,C          1699925,68967,2
51097,.,7046,6
51099,.,24500,6
51101,1231980,15981,2
51103,.,11236,6
51105,.,25474,6
51107,-WV        5860342,336898,2
51109,.,33430,6
51111,.,12588,6
51113,.,13200,6
51115,C          1699925,8884,2
51117,.,31749,6
51119,.,10822,6
51121,178933,95194,4
51125,222860,14827,4
51127,1231980,19169,2
51131,.,12226,6
51133,.,12346,6
51135,.,15830,6
51137,.,34246,6
51139,.,23895,6
51141,.,18451,6
51143,105803,62807,5
51145,1231980,28123,2
51147,.,23238,6
51149,1231980,36941,2
51153,-WV        5860342,430289,2
51155,178933,34736,4
51157,-WV        5860342,7456,2
51159,.,9059,6
51161,310118,92901,3
51163,.,22394,6
51165,128372,77391,4
51167,.,28445,6
51169,309006,22781,3
51171,.,42583,6
51173,.,31718,6
51175,.,18409,6
51177,-WV        5860342,125684,2
51179,-WV        5860342,134352,2
51181,.,6844,6
51183,1231980,11972,2
51185,106791,44268,5
51187,-WV        5860342,38070,2
51191,309006,55190,3
51193,.,17524,6
51195,60676,40918,5
51197,.,29251,6
51199,C          1699925,66146,2
51510,-WV        5860342,146294,1
51515,255342,5964,3
51520,309006,17662,3
51530,.,6707,6
51540,222860,43956,4
51550,C          1699925,228417,2
51560,.,.,6
51570,1231980,17479,2
51580,.,5771,6
51590,105803,42996,5
51595,.,5740,6
51600,-WV        5860342,23461,2
51610,-WV        5860342,13229,2
51620,.,8528,6
51630,-WV        5860342,27307,2
51640,.,6908,6
51650,C          1699925,136836,2
51660,128372,50981,4
51670,1231980,22348,2
51678,.,6998,6
51680,255342,77113,3
51683,-WV        5860342,40605,2
51685,-WV        5860342,15798,2
51690,66702,13733,5
51700,C          1699925,180726,2
51710,C          1699925,245782,1
51720,60676,4068,5
51730,1231980,31973,2
51735,C          1699925,12097,2
51740,C          1699925,96470,2
51750,178933,16685,4
51760,1231980,210309,1
51770,310118,97469,3
51775,310118,24970,3
51790,118686,23921,4
51800,C          1699925,85181,2
51810,C          1699925,447021,1
51820,118686,21107,4
51830,C          1699925,15167,2
51840,130907,26881,4
53001,19005,19005,5
53003,61419,21888,4
53005,268243,182398,3
53007,113037,73687,4
53009,71863,71863,5
53011,2289800,438287,2
53013,63399,3995,4
53015,101996,101996,4
53017,113037,39350,4
53019,.,7705,6
53021,268243,85845,3
53023,.,2228,6
53025,91723,91723,5
53027,71692,71692,5
53029,79177,79177,5
53031,.,29854,6
53033,3552157,2007440,1
53035,254991,254991,3
53037,41672,41672,5
53039,.,20699,6
53041,75621,75621,5
53043,.,10437,6
53045,60832,60832,5
53047,.,41275,6
53049,.,20575,6
53051,532253,12980,3
53053,3552157,811681,2
53055,.,15824,6
53057,118222,118222,4
53059,2289800,11187,2
53061,3552157,733036,2
53063,532253,475735,3
53065,532253,43538,3
53067,258332,258332,3
53069,.,3993,6
53071,63399,59404,4
53073,205262,205262,4
53075,46606,46606,5
53077,246977,246977,4
54001,.,16493,6
54003,256278,107098,3
54005,225954,24478,4
54007,.,14468,6
54009,122547,23853,4
54011,364665,96974,3
54013,.,7607,6
54015,225954,9297,4
54017,94310,8178,5
54019,124890,45869,4
54021,.,8732,6
54023,.,11816,6
54025,.,35820,6
54027,130907,23709,4
54029,122547,30305,4
54031,.,13866,6
54033,94310,69141,5
54035,.,29234,6
54037,-WV        5860342,54504,2
54039,225954,192179,4
54041,.,16371,6
54043,364665,21627,3
54045,36168,36168,5
54047,.,21326,6
54049,56678,56678,5
54051,146420,32674,4
54053,57887,27179,5
54055,106791,62523,5
54057,101968,27956,4
54059,.,26103,6
54061,134164,100332,4
54063,.,13463,6
54065,.,17471,6
54067,.,26229,6
54069,146420,44075,4
54071,.,7566,6
54073,.,7595,6
54075,.,8692,6
54077,134164,33832,4
54079,364665,56435,3
54081,124890,79021,4
54083,29384,29384,5
54085,.,10236,6
54087,.,14684,6
54089,.,13737,6
54091,94310,16991,5
54093,.,6995,6
54095,.,9037,6
54097,.,24477,6
54099,364665,41649,3
54101,.,9043,6
54103,.,16422,6
54105,92548,5847,4
54107,92548,86701,4
54109,.,23273,6
55001,.,20679,6
55003,.,15992,6
55005,.,45733,6
55007,.,15099,6
55009,311098,253032,3
55011,.,13333,6
55013,.,15382,6
55015,228450,49634,4
55017,163599,62922,4
55019,.,34435,6
55021,620778,56539,3
55023,.,16560,6
55025,620778,503523,3
55027,88415,88415,5
55029,.,27817,6
55031,279452,43785,3
55033,44072,44072,5
55035,163599,100677,4
55037,30702,4482,5
55039,101843,101843,4
55041,.,9206,6
55043,51087,51087,5
55045,620778,36909,3
55047,.,19039,6
55049,620778,23807,3
55051,.,5934,6
55053,.,20485,6
55055,84498,84498,5
55057,.,26631,6
55059,9522434,167936,2
55061,311098,20624,3
55063,135298,116461,4
55065,.,16853,6
55067,.,19646,6
55069,28392,28392,5
55071,80671,80671,5
55073,134735,134735,4
55075,65378,41563,5
55077,.,15205,6
55078,45947,4340,5
55079,1566981,955205,1
55081,.,45100,6
55083,311098,37442,3
55085,.,35714,6
55087,228450,178816,4
55089,1566981,86823,2
55091,.,7390,6
55093,3422264,40814,2
55095,.,43610,6
55097,70433,70433,5
55099,.,13869,6
55101,194797,194797,4
55103,.,17818,6
55105,160418,160418,4
55107,.,14316,6
55109,3422264,85242,2
55111,62597,62597,5
55113,.,16581,6
55115,45947,41607,5
55117,115009,115009,4
55119,.,20486,6
55121,.,29297,6
55123,.,30260,6
55125,.,21338,6
55127,102851,102851,5
55129,.,15826,6
55131,1566981,132661,2
55133,1566981,392292,2
55135,.,52131,6
55137,.,24461,6
55139,168794,168794,4
55141,74424,74424,5
56001,37276,37276,5
56003,.,11794,6
56005,47874,47874,5
56007,.,15666,6
56009,.,14008,6
56011,.,7155,6
56013,41110,41110,5
56015,.,13636,6
56017,.,4822,6
56019,.,8615,6
56021,94483,94483,4
56023,.,17961,6
56025,78621,78621,4
56027,.,2456,6
56029,.,28702,6
56031,.,8756,6
56033,29596,29596,5
56035,.,10368,6
56037,45267,45267,5
56039,31727,21675,5
56041,21025,21025,5
56043,.,8464,6
56045,.,7082,6
