FIPS code,CBSA 2012 pop,County 2012 pop,2013 code
26107,43318,43318,5
26109,65378,23815,5
26111,83822,83822,4
26113,47639,15031,5
26115,151048,151048,4
26117,1005648,63097,2
26119,.,9476,6
26121,170182,170182,4
26123,.,47959,6
26125,4292060,1220657,2
26127,.,26310,6
26129,.,21437,6
26131,.,6413,6
26133,.,23276,6
26135,.,8592,6
26137,.,24020,6
26139,1005648,269099,2
26141,.,13129,6
26143,.,24106,6
26145,198353,198353,4
26147,4292060,160644,2
26149,60796,60796,5
26151,.,42268,6
26153,.,8343,6
26155,69232,69232,5
26157,.,54662,6
26159,330034,75454,3
26161,350946,350946,3
26163,4292060,1792365,1
26165,47639,32608,5
27001,.,15927,6
27003,3422264,336414,2
27005,.,33000,6
27007,45375,45375,5
27009,190471,38865,4
27011,.,5164,6
27013,98020,65091,4
27015,25425,25425,5
27017,279452,35348,3
27019,3422264,93707,2
27021,91239,28357,5
27023,.,12135,6
27025,3422264,53452,2
27027,216312,60155,4
27029,.,8703,6
27031,.,5185,6
27033,.,11597,6
27035,91239,62882,5
27037,3422264,405088,2
27039,209607,20231,4
27041,36415,36415,5
27043,.,14263,6
27045,209607,20834,4
27047,31054,31054,5
27049,46336,46336,5
27051,.,5944,6
27053,3422264,1184576,1
27055,135298,18837,4
27057,.,20347,6
27059,3422264,38248,2
27061,.,45221,6
27063,.,10281,6
27065,.,16005,6
27067,42379,42379,5
27069,.,4493,6
27071,.,13208,6
27073,.,7109,6
27075,.,10818,6
27077,.,3973,6
27079,3422264,27677,2
27081,.,5818,6
27083,25543,25543,5
27085,36053,36053,5
27087,.,5536,6
27089,.,9449,6
27091,.,20475,6
27093,.,23061,6
27095,3422264,25740,2
27097,.,33052,6
27099,39372,39372,5
27101,.,8577,6
27103,98020,32929,4
27105,21487,21487,5
27107,.,6634,6
27109,209607,147066,4
27111,57288,57288,5
27113,.,14074,6
27115,.,29218,6
27117,.,9345,6
27119,98888,31416,4
27121,.,10892,6
27123,3422264,520152,1
27125,.,4087,6
27127,.,15847,6
27129,.,15369,6
27131,64854,64854,5
27133,.,9553,6
27135,.,15476,6
27137,279452,200319,3
27139,3422264,135152,2
27141,3422264,89455,2
27143,3422264,15123,2
27145,190471,151606,4
27147,36322,36322,5
27149,.,9663,6
27151,.,9594,6
27153,.,24509,6
27155,.,3451,6
27157,209607,21476,4
27159,.,13767,6
27161,.,19237,6
27163,3422264,244088,2
27165,.,11187,6
27167,22802,6585,5
27169,51629,51629,5
27171,3422264,127336,2
27173,.,10158,6
28001,52487,32122,5
28003,37164,37164,5
28005,53057,12957,5
28007,.,19157,6
28009,1341690,8730,2
28011,33904,33904,5
28013,.,14843,6
28015,41371,10423,5
28017,.,17416,6
28019,.,8346,6
28021,57433,9349,5
28023,107111,16556,5
28025,.,20427,6
28027,25709,25709,5
28029,576800,28955,3
28031,.,19607,6
28033,1341690,166234,2
28035,146766,76894,4
28037,.,7918,6
28039,.,22930,6
28041,.,14311,6
28043,21682,21682,5
28045,379582,45255,3
28047,379582,194029,3
28049,576800,248643,3
28051,.,18796,6
28053,.,9189,6
28055,.,1386,6
28057,138976,23340,5
28059,379582,140298,3
28061,85164,16523,5
28063,.,7638,6
28065,.,12032,6
28067,85164,68641,5
28069,107111,10335,5
28071,49495,49495,5
28073,146766,57786,4
28075,107111,80220,5
28077,.,12551,6
28079,.,23297,6
28081,138976,85042,5
28083,41371,30948,5
28085,34900,34900,5
28087,59670,59670,5
28089,576800,98468,3
28091,.,26442,6
28093,1341690,36612,2
28095,.,36421,6
28097,.,10614,6
28099,.,29785,6
28101,.,21601,6
28103,.,11218,6
28105,48192,48192,5
28107,.,34473,6
28109,55295,55295,5
28111,146766,12086,4
28113,53057,40100,5
28115,138976,30594,5
28117,.,25390,6
28119,.,7798,6
28121,576800,145165,3
28123,.,28250,6
28125,.,4799,6
28127,576800,27374,3
28129,.,16345,6
28131,.,18028,6
28133,28431,28431,5
28135,.,15111,6
28137,1341690,28490,2
28139,.,22025,6
28141,.,19591,6
28143,1341690,10475,2
28145,.,27414,6
28147,.,15100,6
28149,57433,48084,5
28151,49750,49750,5
28153,.,20661,6
28155,.,10039,6
28157,.,9432,6
28159,.,19029,6
28161,.,12401,6
28163,576800,28195,3
29001,29951,25581,5
29003,127927,17417,4
29005,.,5517,6
29007,25621,25621,5
29009,.,35546,6
29011,.,12337,6
29013,2038724,16709,2
29015,.,18962,6
29017,97080,12382,4
29019,168535,168535,4
29021,127927,89706,4
29023,43053,43053,5
29025,2038724,9145,2
29027,150151,44305,4
29029,.,43845,6
29031,97080,76950,4
29033,.,9086,6
29035,.,6262,6
29037,2038724,100376,2
29039,.,13799,6
29041,.,7649,6
29043,444617,79824,3
29045,61477,6969,5
29047,2038724,227577,2
29049,2038724,20508,2
29051,150151,76363,4
29053,.,17520,6
29055,.,24832,6
29057,.,7568,6
29059,444617,16799,3
29061,.,8239,6
29063,127927,12940,4
29065,.,15647,6
29067,.,13585,6
29069,31826,31826,5
29071,2795794,101412,2
29073,.,14972,6
29075,.,6777,6
29077,444617,280626,3
29079,.,10338,6
29081,.,8728,6
29083,.,22153,6
29085,.,9391,6
29087,.,4655,6
29089,.,10169,6
29091,40629,40629,5
29093,.,10374,6
29095,2038724,677377,1
29097,174327,115258,4
29099,2795794,220209,2
29101,54397,54397,5
29103,.,4082,6
29105,35417,35417,5
29107,2038724,33080,2
29109,.,38467,6
29111,77371,10174,5
29113,2795794,53354,2
29115,.,12484,6
29117,.,15037,6
29119,482200,22876,3
29121,.,15573,6
29123,.,12448,6
29125,.,9014,6
29127,39022,28745,5
29129,.,3729,6
29131,.,24817,6
29133,.,14322,6
29135,150151,15625,4
29137,.,8703,6
29139,.,11996,6
29141,.,20117,6
29143,.,18488,6
29145,174327,59069,4
29147,23419,23419,5
29149,.,10997,6
29151,150151,13858,4
29153,.,9601,6
29155,.,18111,6
29157,.,19018,6
29159,42319,42319,5
29161,44987,44987,5
29163,.,18565,6
29165,2038724,92054,2
29167,444617,31017,3
29169,53259,53259,5
29171,.,4931,6
29173,39022,10277,5
29175,25330,25330,5
29177,2038724,23064,2
29179,.,6667,6
29181,.,14036,6
29183,2795794,368666,2
29185,.,9474,6
29186,.,17740,6
29187,65917,65917,5
29189,2795794,1000438,2
29195,23339,23339,5
29197,29951,4370,5
29199,.,4877,6
29201,39139,39139,5
29203,.,8318,6
29205,.,6234,6
29207,.,29795,6
29209,84524,31568,5
29211,.,6546,6
29213,84524,52956,5
29215,.,25810,6
29217,.,20748,6
29219,2795794,32753,2
29221,.,25095,6
29223,.,13402,6
29225,444617,36351,3
29227,.,2079,6
29229,.,18629,6
29510,2795794,318172,1
30001,.,9346,6
30003,.,13061,6
30005,.,6683,6
30007,.,5756,6
30009,162848,10127,4
30011,.,1177,6
30013,81723,81723,4
30015,.,5904,6
30017,.,11888,6
30019,.,1786,6
30021,.,9249,6
30023,.,9227,6
30025,.,3024,6
30027,.,11435,6
30029,91633,91633,5
30031,92614,92614,5
30033,.,1261,6
30035,.,13711,6
30037,162848,839,4
30039,.,3109,6
30041,.,16366,6
30043,76277,11401,5
30045,.,2024,6
30047,.,28986,6
30049,76277,64876,5
30051,.,2392,6
30053,.,19491,6
30055,.,1701,6
30057,.,7733,6
30059,.,1924,6
30061,.,4167,6
30063,110977,110977,4
30065,.,4665,6
30067,.,15567,6
30069,.,511,6
30071,.,4128,6
30073,.,6165,6
30075,.,1763,6
30077,.,7096,6
30079,.,1157,6
30081,.,40617,6
30083,.,10810,6
30085,.,10927,6
30087,.,9396,6
30089,.,11408,6
30091,.,3580,6
30093,34403,34403,5
30095,.,9195,6
30097,.,3605,6
30099,.,6053,6
30101,.,5220,6
30103,.,736,6
30105,.,7505,6
30107,.,2104,6
30109,.,1057,6
30111,162848,151882,4
31001,31459,31459,5
31003,.,6545,6
31005,.,486,6
31007,39039,760,5
31009,.,514,6
31011,.,5417,6
31013,.,11317,6
31015,.,2054,6
31017,.,3023,6
31019,53948,47463,5
31021,.,6659,6
31023,.,8295,6
31025,885624,25133,3
31027,.,8746,6
31029,.,4064,6
31031,.,5727,6
31033,.,10068,6
31035,.,6411,6
31037,.,10653,6
31039,.,9072,6
31041,.,10740,6
31043,168921,20918,4
31045,.,9152,6
31047,26249,24220,5
31049,.,1972,6
31051,168921,5918,4
31053,36427,36427,5
31055,885624,531265,3
31057,.,2021,6
31059,.,5771,6
31061,.,3188,6
31063,.,2741,6
31065,.,4907,6
31067,21806,21806,5
31069,.,1953,6
31071,.,2007,6
31073,26249,2029,5
31075,.,629,6
31077,.,2458,6
31079,83472,60345,4
31081,83472,9011,4
31083,.,3410,6
31085,.,953,6
31087,.,2887,6
31089,.,10396,6
31091,.,727,6
31093,83472,6336,4
31095,.,7521,6
31097,.,5140,6
31099,53948,6485,5
31101,.,8220,6
31103,.,804,6
31105,.,3783,6
31107,.,8573,6
31109,310342,293407,3
31111,37373,36099,5
31113,37373,765,5
31115,.,589,6
31117,37373,509,5
31119,48286,35031,5
31121,83472,7780,4
31123,.,4889,6
31125,.,3715,6
31127,.,7154,6
31129,.,4438,6
31131,.,15747,6
31133,.,2765,6
31135,.,2931,6
31137,.,9215,6
31139,48286,7166,5
31141,32681,32681,5
31143,.,5320,6
31145,.,10975,6
31147,.,8290,6
31149,.,1376,6
31151,.,14557,6
31153,885624,165853,3
31155,885624,20823,3
31157,39039,36964,5
31159,310342,16935,3
31161,.,5319,6
31163,.,3108,6
31165,39039,1315,5
31167,48286,6089,5
31169,.,5134,6
31171,.,676,6
31173,.,7020,6
31175,.,4229,6
31177,885624,20252,3
31179,.,9554,6
31181,.,3725,6
31183,.,805,6
31185,.,13746,6
32001,24375,24375,5
32003,2000759,2000759,1
32005,46996,46996,5
32007,53217,51216,5
32009,.,775,6
32011,53217,2001,5
32013,17048,17048,5
32015,.,5941,6
32017,.,5405,6
32019,51327,51327,5
32021,.,4653,6
32023,42963,42963,5
32027,.,6749,6
32029,433843,3935,3
32031,433843,429908,3
32033,.,10042,6
32510,54838,54838,4
33001,60327,60327,5
33003,.,47567,6
33005,76851,76851,5
33007,38322,32096,5
33009,217390,89181,5
33011,402922,402922,3
33013,146761,146761,5
33015,4640802,297820,2
33017,4640802,124119,2
33019,217390,43074,5
34001,275422,275422,3
34003,19831858,918888,2
34005,MD         6018800,451336,2
34007,MD         6018800,513539,2
34009,96304,96304,4
34011,157785,157785,4
34013,19831858,787744,1
34015,MD         6018800,289586,2
34017,19831858,652302,1
34019,19831858,127050,2
34021,368303,368303,3
34023,19831858,823041,2
34025,19831858,629384,2
34027,19831858,497999,2
34029,19831858,580470,2
34031,19831858,502885,2
34033,MD         6018800,65774,2
34035,19831858,327707,2
34037,19831858,147442,2
34039,19831858,543976,1
34041,827171,107653,3
35001,901700,673460,3
35003,.,3658,6
35005,65784,65784,5
35006,27334,27334,5
35007,.,13223,6
35009,49938,49938,5
35011,.,1927,6
35013,214445,214445,4
35015,54419,54419,5
35017,29388,29388,5
35019,.,4603,6
35021,.,707,6
35023,.,4794,6
35025,66338,66338,5
35027,.,20309,6
35028,18159,18159,5
35029,25041,25041,5
35031,73016,73016,5
35033,.,4705,6
35035,66041,66041,5
35037,.,8769,6
35039,40318,40318,5
35041,20419,20419,5
35043,901700,135588,3
35045,128529,128529,4
35047,28891,28891,5
35049,146375,146375,4
35051,.,11895,6
35053,.,17603,6
35055,32779,32779,5
35057,901700,16021,3
35059,.,4431,6
35061,901700,76631,3
36001,874646,305455,3
36003,.,48357,6
36005,19831858,1408473,1
36007,248538,198060,4
36009,79458,79458,5
36011,79552,79552,5
36013,133539,133539,5
36015,88911,88911,4
36017,.,49933,6
36019,81654,81654,5
36021,62499,62499,5
36023,49474,49474,5
36025,.,47276,6
36027,19831858,297322,2
36029,1134210,919086,1
36031,.,38961,6
36033,51795,51795,5
36035,54925,54925,5
36037,59977,59977,5
36039,.,48673,6
36041,.,4778,6
36043,298064,64508,3
36045,120262,120262,4
36047,19831858,2565635,1
36049,.,27224,6
36051,1082284,64810,2
36053,660934,72382,3
36055,1082284,747813,1
36057,49941,49941,5
36059,19831858,1349233,2
36061,19831858,1619090,1
36063,1134210,215124,2
36065,298064,233556,3
36067,660934,466852,3
36069,1082284,108519,2
36071,19831858,374512,2
36073,1082284,42836,2
36075,660934,121700,3
36077,61709,61709,5
36079,19831858,99607,2
36081,19831858,2272771,1
36083,874646,159835,3
36085,19831858,470728,1
36087,19831858,317757,2
36089,112232,112232,5
36091,874646,222133,3
36093,874646,155124,3
36095,874646,32099,3
36097,.,18514,6
36099,35305,35305,5
36101,99063,99063,5
36103,19831858,1499273,2
36105,.,76793,6
36107,248538,50478,4
36109,102554,102554,4
36111,181791,181791,4
36113,128472,65538,4
36115,128472,62934,4
36117,1082284,92962,2
36119,19831858,961670,2
36121,.,41892,6
36123,1082284,25344,2
37001,153920,153920,4
37003,363627,36853,3
37005,.,10927,6
37007,.,26351,6
37009,.,27097,6
37011,.,17635,6
37013,47507,47507,5
37015,.,20653,6
37017,.,34915,6
37019,C-NC        394542,112257,3
37021,432406,244490,3
37023,363627,90505,3
37025,2296569,184498,2
37027,363627,81930,3
37029,64244,10090,5
37031,67632,67632,5
37033,.,23217,6
37035,363627,154339,3
37037,522826,65976,3
37039,.,26992,6
37041,.,14772,6
37043,.,10618,6
37045,97474,97474,5
37047,.,57638,6
37049,128119,104770,4
37051,374585,324049,3
37053,C          1699925,24077,2
37055,38911,34573,5
37057,647697,163260,3
37059,647697,41433,3
37061,.,60033,6
37063,522826,279641,3
37065,151662,55954,4
37067,647697,358137,3
37069,1188564,61475,2
37071,2296569,208049,2
37073,C          1699925,11869,2
37075,.,8700,6
37077,60436,60436,5
37079,.,21429,6
37081,736065,500879,3
37083,75434,54006,5
37085,122135,122135,5
37087,432406,58908,3
37089,432406,108266,3
37091,.,24438,6
37093,374585,50536,3
37095,.,5859,6
37097,2296569,162708,2
37099,40448,40448,5
37101,1188564,174938,2
37103,128119,10275,4
37105,59715,59715,5
37107,59227,59227,5
37109,2296569,79313,2
37111,44998,44998,5
37113,.,33869,6
37115,432406,20742,3
37117,.,23961,6
37119,2296569,969031,1
37121,.,15368,6
37123,.,27668,6
37125,90302,90302,5
37127,151662,95708,4
37129,263429,209234,3
37131,75434,21428,5
37133,183263,183263,4
37135,522826,137941,3
37137,128119,13074,4
37139,64244,40591,5
37141,263429,54195,3
37143,64244,13563,5
37145,522826,39268,3
37147,172554,172554,4
37149,.,20271,6
37151,736065,142466,3
37153,46627,46627,5
37155,135496,135496,5
37157,736065,92720,3
37159,2296569,138180,2
37161,67323,67323,5
37163,.,63949,6
37165,36094,36094,5
37167,60576,60576,5
37169,647697,46783,3
37171,73561,73561,5
37173,.,14141,6
37175,32849,32849,5
37177,38911,4338,5
37179,2296569,208520,2
37181,45132,45132,5
37183,1188564,952151,1
37185,.,20576,6
37187,.,12736,6
37189,51871,51871,5
37191,124246,124246,4
37193,69306,69306,5
37195,81867,81867,5
37197,647697,38084,3
37199,.,17630,6
38001,.,2311,6
38003,.,11015,6
38005,.,6760,6
38007,.,905,6
38009,.,6579,6
38011,.,3202,6
38013,.,2171,6
38015,120060,85774,4
38017,216312,156157,4
38019,.,3948,6
38021,.,5268,6
38023,.,2228,6
38025,.,3967,6
38027,.,2368,6
38029,.,3491,6
38031,.,3392,6
38033,.,1804,6
38035,98888,67472,4
38037,.,2333,6
38039,.,2362,6
38041,.,2553,6
38043,.,2426,6
38045,.,4114,6
38047,.,1924,6
38049,73146,5789,5
38051,.,2751,6
38053,.,7987,6
38055,.,9309,6
38057,.,8486,6
38059,120060,28101,4
38061,.,8734,6
38063,.,3080,6
38065,120060,1838,4
38067,.,7271,6
38069,.,4457,6
38071,.,11536,6
38073,.,5444,6
38075,73146,2559,5
38077,22802,16217,5
38079,.,14382,6
38081,.,3896,6
38083,.,1266,6
38085,120060,4347,4
38087,.,758,6
38089,26771,26771,5
38091,.,1989,6
38093,20934,20934,5
38095,.,2318,6
38097,.,8072,6
38099,.,11046,6
38101,73146,64798,5
38103,.,4271,6
38105,26697,26697,5
39001,.,28350,6
39003,105141,105141,4
39005,52962,52962,5
39007,100389,100389,5
39009,64304,64304,5
39011,45831,45831,5
39013,146420,69671,4
39015,2128603,44381,2
39017,2128603,370589,2
39019,403455,28587,3
39021,39565,39565,5
39023,137206,137206,4
39025,2128603,199085,2
39027,41886,41886,5
39029,106507,106507,5
39031,36779,36779,5
39033,42849,42849,5
39035,2063535,1265111,1
39037,52507,52507,5
39039,38677,38677,5
39041,1944002,181061,2
39043,76398,76398,5
39045,1944002,147474,2
39047,28880,28880,5
39049,1944002,1195537,1
39051,608711,42513,3
39053,57887,30708,5
39055,2063535,93680,2
39057,800972,163587,3
39059,39817,39817,5
39061,2128603,802038,1
39063,75671,75671,5
39065,.,31627,6
39067,.,15714,6
39069,.,28045,6
39071,.,42998,6
39073,1944002,29273,2
39075,.,43025,6
39077,59280,59280,5
39079,32954,32954,5
39081,122547,68389,4
39083,60705,60705,5
39085,2063535,229582,2
39087,364665,62109,3
39089,1944002,167537,2
39091,45474,45474,5
39093,2063535,301478,2
39095,608711,437998,3
39097,1944002,43053,2
39099,558206,235145,3
39101,66238,66238,5
39103,2063535,173684,2
39105,.,23593,6
39107,40875,40875,5
39109,800972,103060,3
39111,.,14549,6
39113,800972,534325,3
39115,.,14911,6
39117,1944002,34938,2
39119,85950,85950,5
39121,.,14579,6
39123,41339,41339,5
39125,.,19295,6
39127,1944002,36015,2
39129,1944002,56399,2
39131,.,28480,6
39133,702262,161451,3
39135,.,41886,6
39137,.,34198,6
39139,122673,122673,4
39141,77429,77429,5
39143,60510,60510,5
39145,78477,78477,5
39147,56018,56018,5
39149,49167,49167,5
39151,403455,374868,3
39153,702262,540811,3
39155,558206,207406,3
39157,92392,92392,5
39159,1944002,52715,2
39161,28744,28744,5
39163,.,13239,6
39165,2128603,217241,2
39167,61475,61475,5
39169,114848,114848,5
39171,.,37513,6
39173,608711,128200,3
39175,.,22607,6
40001,.,22286,6
40003,.,5666,6
40005,.,14007,6
40007,.,5591,6
40009,23081,23081,5
40011,.,9785,6
40013,43399,43399,5
40015,.,29678,6
40017,1296565,122560,2
40019,48085,48085,5
40021,48150,48150,5
40023,.,15182,6
40025,.,2385,6
40027,1296565,265638,2
40029,.,5963,6
40031,132545,126390,4
40033,132545,6155,4
40035,.,14748,6
40037,951880,70651,3
40039,28536,28536,5
40041,.,41441,6
40043,.,4783,6
40045,.,4104,6
40047,61189,61189,5
40049,.,27297,6
40051,1296565,53118,2
40053,.,4516,6
40055,.,6082,6
40057,.,2906,6
40059,.,3676,6
40061,.,12938,6
40063,.,13836,6
40065,26237,26237,5
40067,.,6377,6
40069,.,11003,6
40071,45831,45831,5
40073,.,15005,6
40075,.,9310,6
40077,.,11019,6
40079,280521,49873,3
40081,1296565,34189,2
40083,1296565,43666,2
40085,.,9558,6
40087,1296565,35613,2
40089,.,33203,6
40091,.,20584,6
40093,.,7683,6
40095,.,15957,6
40097,.,41168,6
40099,.,13663,6
40101,70596,70596,5
40103,.,11522,6
40105,.,10611,6
40107,.,12358,6
40109,1296565,741781,1
40111,951880,39625,3
40113,951880,47917,3
40115,32236,32236,5
40117,951880,16474,3
40119,78399,78399,5
40121,45048,45048,5
40123,37958,37958,5
40125,70760,70760,5
40127,.,11205,6
40129,.,3774,6
40131,951880,88367,3
40133,.,25450,6
40135,280521,41398,3
40137,44779,44779,5
40139,21498,21498,5
40141,.,7822,6
40143,951880,613816,3
40145,951880,75030,3
40147,51633,51633,5
40149,.,11622,6
40151,.,8832,6
40153,20548,20548,5
41001,.,15909,6
41003,86430,86430,4
41005,2289800,383857,2
41007,37301,37301,5
41009,2289800,49286,2
41011,62534,62534,5
41013,20729,20729,5
41015,22248,22248,5
41017,162277,162277,4
41019,107164,107164,5
41021,.,1953,6
41023,.,7317,6
41025,.,7212,6
41027,22584,22584,5
41029,206412,206412,4
41031,.,21749,6
41033,82930,82930,4
41035,65912,65912,5
41037,.,7771,6
41039,354542,354542,3
41041,46151,46151,5
41043,118360,118360,4
41045,53269,30630,5
41047,396338,319985,3
41049,88064,11244,5
41051,2289800,759256,1
41053,396338,76353,3
41055,.,1732,6
41057,.,25287,6
41059,88064,76820,5
41061,25759,25759,5
41063,.,6821,6
41065,25487,25487,5
41067,2289800,547672,2
41069,.,1424,6
41071,2289800,100255,2
42001,101482,101482,4
42003,2360733,1229338,1
42005,2360733,68409,2
42007,2360733,170245,2
42009,.,49324,6
42011,413491,413491,3
42013,127121,127121,4
42015,62792,62792,5
42017,MD         6018800,627053,2
42019,2360733,184970,2
42021,141584,141584,4
42023,.,4939,6
42025,827171,65006,3
42027,155171,155171,4
42029,MD         6018800,506575,2
42031,.,39646,6
42033,81184,81184,5
42035,39517,39517,5
42037,85243,66887,4
42039,87598,87598,5
42041,553980,238614,3
42043,553980,269665,3
42045,MD         6018800,561098,2
42047,.,31550,6
42049,280646,280646,3
42051,2360733,135660,2
42053,.,7667,6
42055,151275,151275,4
42057,.,14772,6
42059,.,38085,6
42061,45943,45943,5
42063,88218,88218,5
42065,.,44764,6
42067,.,24904,6
42069,563629,214477,3
42071,526823,526823,3
42073,89871,89871,5
42075,135251,135251,4
42077,827171,355245,3
42079,563629,321027,3
42081,117168,117168,4
42083,43127,43127,5
42085,558206,115655,3
42087,46773,46773,5
42089,168798,168798,4
42091,MD         6018800,808460,2
42093,85243,18356,4
42095,827171,299267,3
42097,94428,94428,5
42099,553980,45701,3
42101,MD         6018800,1547607,1
42103,19831858,56899,2
42105,.,17577,6
42107,147063,147063,5
42109,39672,39672,5
42111,76957,76957,5
42113,.,6461,6
42115,.,42696,6
42117,.,42577,6
42119,44952,44952,5
42121,54272,54272,5
42123,41146,41146,5
42125,2360733,208716,2
42127,.,51955,6
42129,2360733,363395,2
42131,563629,28125,3
42133,437846,437846,3
44001,1601374,49144,2
44003,1601374,164843,2
44005,1601374,82036,2
44007,1601374,628323,1
44009,1601374,125946,2
45001,94857,25101,5
45003,575898,162812,3
45005,.,9988,6
45007,842853,189355,3
45009,.,15763,6
45011,.,22212,6
45013,193882,168049,4
45015,697439,189781,3
45017,784745,14910,3
45019,697439,365162,3
45021,55662,55662,5
45023,2296569,32546,2
45025,.,46103,6
45027,.,34357,6
45029,.,38153,6
45031,206087,68139,4
45033,.,31446,6
45035,697439,142496,3
45037,575898,26347,3
45039,784745,23363,3
45041,206087,137948,4
45043,60189,60189,5
45045,842853,467605,3
45047,94857,69756,5
45049,.,20726,6
45051,C-NC        394542,282285,3
45053,193882,25833,4
45055,784745,62343,3
45057,2296569,79089,2
45059,842853,66223,3
45061,.,18654,6
45063,784745,270406,3
45065,.,9943,6
45067,.,32457,6
45069,28145,28145,5
45071,37576,37576,5
45073,74627,74627,5
45075,91476,91476,5
45077,842853,119670,3
45079,784745,393830,3
45081,784745,19893,3
45083,316997,288745,3
45085,108052,108052,4
45087,316997,28252,3
45089,.,33620,6
45091,2296569,234635,2
46003,.,2742,6
46005,17753,17753,5
46007,.,3436,6
46009,.,7029,6
46011,32629,32629,5
46013,41357,37331,5
46015,.,5293,6
46017,.,2020,6
46019,.,10228,6
46021,.,1396,6
46023,.,9216,6
46025,.,3585,6
46027,14131,14131,5
46029,27606,27606,5
46031,.,4077,6
46033,138738,8339,4
46035,23146,19769,5
46037,.,5613,6
46039,.,4380,6
46041,.,5538,6
46043,.,2970,6
46045,41357,4026,5
46047,.,6971,6
46049,.,2377,6
46051,.,7259,6
46053,.,4265,6
46055,.,1939,6
46057,.,5918,6
46059,.,3388,6
46061,23146,3377,5
46063,.,1316,6
46065,21846,17450,5
46067,.,7187,6
46069,.,1437,6
46071,.,3191,6
46073,.,2047,6
46075,.,1013,6
46077,.,5220,6
46079,.,11771,6
46081,24397,24397,5
46083,237251,48296,4
46085,.,3789,6
46087,237251,5610,4
46089,.,2439,6
46091,.,4671,6
46093,138738,26052,4
46095,.,2101,6
46097,.,2326,6
46099,237251,175037,4
46101,.,6446,6
46102,.,14059,6
46103,138738,104347,4
46105,.,3037,6
46107,.,2359,6
46109,.,10303,6
46111,.,2324,6
46113,.,14059,6
46115,.,6611,6
46117,21846,2969,5
46119,21846,1427,5
46121,.,9942,6
46123,.,5485,6
46125,237251,8308,4
46127,168921,14855,4
46129,.,5459,6
46135,22603,22603,5
46137,.,2869,6
47001,848350,75416,3
47003,45573,45573,5
47005,.,16361,6
47007,.,12792,6
47009,848350,124177,3
47011,117820,101134,4
47013,848350,40420,3
47015,"n, TN      1726693",13811,2
47017,.,28390,6
47019,200684,57355,4
47021,"n, TN      1726693",39271,2
47023,130450,17171,4
47025,.,31736,6
47027,.,7840,6
47029,35571,35571,5
47031,100333,53222,5
47033,130450,14623,4
47035,57029,57029,5
47037,"n, TN      1726693",648295,1
47039,.,11673,6
47041,.,18901,6
47043,"n, TN      1726693",50381,2
47045,38255,38255,5
47047,1341690,38659,2
47049,.,17940,6
47051,100333,40772,5
47053,.,49626,6
47055,.,29072,6
47057,848350,22706,3
47059,68819,68819,5
47061,.,13650,6
47063,114937,62746,4
47065,537889,345545,3
47067,.,6720,6
47069,.,26533,6
47071,.,25950,6
47073,309006,56587,3
47075,.,18240,6
47077,.,28023,6
47079,32341,32341,5
47081,"n, TN      1726693",24170,2
47083,.,8413,6
47085,.,18275,6
47087,106860,11441,5
47089,114937,52191,4
47091,.,18095,6
47093,848350,441311,3
47095,.,7690,6
47097,.,27718,6
47099,42086,42086,5
47101,.,11896,6
47103,.,33503,6
47105,848350,49793,3
47107,52416,52416,5
47109,.,26180,6
47111,"n, TN      1726693",22498,2
47113,130450,98656,4
47115,537889,28291,3
47117,30883,30883,5
47119,"n, TN      1726693",81990,2
47121,.,11698,6
47123,.,45133,6
47125,274342,184468,3
47127,100333,6339,5
47129,848350,21931,3
47131,37865,31340,5
47133,106860,22190,5
47135,.,7860,6
47137,.,5100,6
47139,117820,16686,4
47141,106860,73229,5
47143,32247,32247,5
47145,848350,53469,3
47147,"n, TN      1726693",66931,2
47149,"n, TN      1726693",274454,2
47151,.,22173,6
47153,537889,14423,3
47155,92512,92512,5
47157,1341690,940764,1
47159,"n, TN      1726693",19102,2
47161,.,13297,6
47163,309006,156786,3
47165,"n, TN      1726693",166123,2
47167,1341690,61705,2
47169,"n, TN      1726693",7795,2
47171,200684,18235,4
47173,848350,19127,3
47175,.,5628,6
47177,39839,39839,5
47179,200684,125094,4
47181,.,16996,6
47183,34793,34793,5
47185,.,26082,6
47187,"n, TN      1726693",192911,2
47189,"n, TN      1726693",118961,2
48001,58190,58190,5
48003,16117,16117,5
48005,87597,87597,5
48007,437109,23818,3
48009,150829,8735,4
48011,257578,1944,3
48013,2234003,46446,2
48015,6177035,28618,2
48017,.,7130,6
48019,2234003,20537,2
48021,1834303,74763,2
48023,.,3623,6
48025,32527,32527,5
48027,420375,323037,3
48029,2234003,1785704,1
48031,.,10655,6
48033,.,616,6
48035,.,18125,6
48037,149701,93148,4
48039,6177035,324769,2
48041,234501,200665,4
48043,.,9316,6
48045,.,1561,6
48047,.,7161,6
48049,37825,37825,5
48051,234501,17291,4
48053,.,43448,6
48055,1834303,38734,2
48057,21609,21609,5
48059,166963,13517,4
48061,415557,415557,3
48063,.,12449,6
48065,257578,6157,3
48067,.,30166,6
48069,.,8164,6
48071,6177035,36196,2
48073,51206,51206,5
48075,.,7029,6
48077,150829,10535,4
48079,.,3046,6
48081,.,3231,6
48083,.,8675,6
48085,6700991,834642,1
48087,.,3036,6
48089,.,20696,6
48091,2234003,114384,2
48093,.,13765,6
48095,.,4010,6
48097,38688,38688,5
48099,420375,77231,3
48101,.,1486,6
48103,.,4562,6
48105,.,3743,6
