	horizon_1	horizon_2	horizon_3	horizon_4	horizon_5	horizon_6	horizon_7	horizon_8	horizon_9	horizon_10	increase
42041	34.4950852018757	35.418487645044166	37.42418884528576	39.26423517284838	40.550018288415906	41.27579788744938	41.83060350952012	42.650258647753695	43.60835941892304	45.229561420355914	10.73447621848021
19113	61.094293847928284	62.302117075573996	63.56821759052451	64.91202429064138	65.72431883145967	66.50777086901081	67.49977802964285	69.28829167866535	70.37898279251166	71.7676524226379	10.67335857470961
10001	41.465209110430166	42.388465888319224	43.67554653495652	44.394531445884546	45.21259058294858	46.1733941797505	47.80412328633649	49.17057543103836	50.37489891705682	51.843484801955654	10.378275691525488
33015	54.89177587564205	55.713053149974016	56.88400431990196	58.46483014039505	59.96186508870823	61.34751049640113	62.38159255869987	63.17061827589308	64.14652541019285	65.16522327424767	10.273447398605619
04021	21.011662413515488	22.052840630406564	23.765747570291843	25.245495328562274	26.419214453547454	27.068055096664093	27.66076533957134	28.63496730385783	29.70807806779807	31.270874250299272	10.259211836783784
48375	17.19686402155289	18.555689425316203	20.44814642925187	21.611558041150058	22.551187758765263	23.262468871737365	24.029701124827113	24.776375111091372	25.79027209418537	27.393771749106005	10.196907727553114
48453	61.82857164178409	62.707663636087396	64.01242240182418	65.39883572581478	66.61272996155749	67.21891151821737	67.87925092017997	69.15732031115175	70.33441088776517	71.8438331082763	10.015261466492213
12115	58.84162402429424	59.272464837999536	61.18797337307648	62.780545890034155	64.26200769103694	65.28085217463935	65.86981752596915	66.55781351318153	67.17173644599345	68.75253090825234	9.910906883958098
36027	105.02424887390758	105.94816248408998	107.54337104886994	108.87615816614715	109.99112670416449	110.92903833331287	111.71919651400975	112.5733222509977	113.524479569998	114.85700561121075	9.832756737303171
27163	16.633389960605452	17.65862916378441	18.51297267084416	19.5043613032318	20.95777259437398	21.692933143967668	22.650995581862002	24.001744907741248	25.16451229560079	26.3903233466526	9.756933386047148
23005	33.41648732692814	34.43860759059955	35.50896731952172	36.35274841042013	36.77892129959359	37.48725888420364	39.55083873588314	40.5785047479081	41.826132043665254	43.167790547165765	9.751303220237624
24045	17.84867752745503	18.873268063545982	19.973029767199755	20.836289549603507	21.889171949342344	22.680197714160315	24.526784191748828	25.352236178582416	26.395528179747938	27.48779622083195	9.639118693376918
12105	35.805345030272136	36.40822804230698	38.05734281801054	39.336477257512385	40.19809127949149	41.06726741754192	41.89157000021984	43.04428270250796	44.24381937462936	45.440874699741926	9.63552966946979
53063	30.658554033406027	31.43452332111252	32.585291847540596	34.070473278628995	35.254396966121305	36.1916452256669	37.35574941423593	38.21654867287988	38.936367582265724	40.221986378188035	9.563432344782008
26161	82.5487788474424	83.32991854342764	84.29494062665525	85.83235201874245	87.39125438773341	88.37625381884712	89.22585466955603	90.18864815785882	90.91175772046283	91.91606764085199	9.367288793409585
48157	39.807529979129455	40.62860640701754	42.0762934356191	43.3065748687811	44.56118416298716	45.61922325543342	46.5412366969158	47.28570242825896	47.93160105331594	49.168134454818755	9.3606044756893
39029	39.05487888549709	39.96387760975092	41.61922546715216	42.572439201206606	43.641889975900376	44.261274794047544	45.193723906467184	46.1405704234873	47.00544833579316	48.31380267999978	9.258923794502692
12057	39.59304773580027	40.043055204193536	41.61642963523434	43.018032310467504	43.794343779295055	44.49374829062589	45.35133945456684	46.33921282605403	47.11041004872554	48.83011574268646	9.23706800688619
34037	129.77285613170204	130.5532402625532	131.77473522989624	133.09762439181057	134.14947590779846	134.94894840148444	136.07053582568173	137.0712735620146	137.92077144512515	138.99261742774675	9.219761296044709
18063	55.7611075852171	56.96271474687104	58.29913090915402	59.338093783991624	60.63358866428867	61.240951697327375	62.13468272258947	62.980968568355124	63.796464781634754	64.91601044317451	9.154902857957417
36111	57.899047917675496	58.533085185320395	59.822761664560694	60.79277335928119	61.79956225871313	63.0139668042633	63.71062283359748	64.6905445715161	65.56422787229177	66.98945181460212	9.090403896926624
26077	33.81504292306257	34.53565599492788	35.41296855495399	35.95240340655772	37.10700397930415	38.3842673427032	39.63713537564613	40.87361711801903	41.73359600510305	42.7752513782094	8.960208455146827
37081	40.418238253499574	41.701441721681036	42.67467967836244	43.94542695409538	44.80900640906436	45.55364174207771	46.115236270487216	46.84789871534713	48.062973532426696	49.32368463332499	8.905446379825413
28089	13.534158364263641	14.379933296256873	15.64787569932769	16.56584699011991	17.548205945176026	18.114695970888203	18.848939769233162	20.503297485442076	21.19774359106829	22.34940061662398	8.81524225236034
51510	32.06969069912145	33.94873747400578	35.42770564140651	36.51009688279722	37.430991643022466	37.98223648603309	38.33470489467806	38.697267523717734	39.35854091348988	40.78751803870744	8.717827339585988
51107	31.45760689163546	32.19052509295708	33.66339141434936	35.247101050082605	36.35869157899417	37.25931360627086	37.73120502244945	38.312097291039365	38.919075161545734	40.13945969581054	8.681852804175076
28139	12.454439649411029	12.853136368620943	13.657342918976319	14.472855642661742	15.49969050233409	16.600965082357007	17.137940813158075	18.66369461143817	19.762407542011132	21.012584336135298	8.558144686724269
26081	43.48169376968631	43.981741035287044	45.24328228673631	46.01877210543088	47.036946103401384	47.685021469902125	48.577354889387635	49.608974098794924	50.321299774130885	51.90051730312949	8.418823533443181
17119	32.80281036649453	33.34330317941003	34.72363042017191	35.98062011719557	36.98375216343861	37.85253089436145	38.15376978294501	39.03632800258335	39.95070907139833	41.04802512305174	8.245214756557203
26139	20.966194274885353	22.14733696575773	23.484347792879745	24.475919670990574	25.8074462055879	26.37945693281546	26.894076097457592	27.503902752874016	28.16653151556043	29.208732262893772	8.242537988008419
55009	19.49959825836693	20.30383617419801	21.278438107302268	22.778775479170882	23.88869872748461	25.12120667431407	25.661540679080787	26.25832066846847	26.649686039698956	27.728888980348106	8.229290721981176
42007	79.91539425055248	80.83296135592612	82.41960799244026	83.53875067164047	83.91067896602574	84.73516381922423	85.19198504616296	86.05041693034444	86.64270106190745	88.12637712829593	8.210982877743447
19139	24.588647426760012	24.919963565914358	26.034788469885804	27.318109608731376	28.42222581871074	29.504208425497236	30.368644000563737	31.319429972364347	31.87037396170499	32.590986951346125	8.002339524586112
22095	78.8661571101974	79.59823797530647	80.57006023692557	81.42015764883709	82.55635240516476	83.23717193713593	84.16239307218785	84.94130039224987	85.8552154531622	86.8093980881054	7.94324097790799
36007	29.848789437258834	30.66520224438359	31.50399343544881	32.187775679135434	33.09646224025643	34.22502089310299	35.35139573739366	36.21910642564138	36.94825399476936	37.714289203180876	7.865499765922042
12015	34.638731212568665	35.13009108292042	35.99080200699306	37.21599380723382	38.37159978847211	39.170296635360764	39.849632569530996	40.78281642543716	41.575569603587354	42.50079974226998	7.862068529701318
12021	29.710355060300845	30.160054514384882	31.25813180891899	32.564992429856645	33.26956219152605	34.13095685203309	34.88773990248389	35.84202969887555	36.58235319525889	37.556672169479185	7.84631710917834
12031	30.64514742196647	31.230020928304526	32.71160114467947	33.60856012677941	34.4418485588109	35.31768102070613	36.246771258080656	36.827728938156525	37.47451672930943	38.44044467129629	7.7952972493298205
25011	43.70169550301708	44.378534896454596	45.400864703221075	46.328654849365485	47.23453347021574	48.401704515773766	49.25305481019067	49.81481150838399	50.393817638747926	51.276432134752156	7.574736631735078
06075	36.77146846852531	37.50081217183059	38.458579350563554	39.50995867925676	40.160915716725654	40.974933599965716	41.745173762081244	42.5801015269303	43.42209620863576	44.30081390898524	7.529345440459927
06025	13.799981187446662	14.490510445921498	15.280977272322163	16.138939674676436	17.047366625934888	17.605038391183143	18.249979393180443	19.197484900830364	20.118789401300884	21.309488049484592	7.509506862037931
28075	45.607397730421354	46.02116664765665	46.61864986625363	47.694594309976445	48.93486116988017	50.11751608433092	51.123791919582175	51.69523267017505	52.41364998503229	53.081316616853606	7.473918886432251
42089	65.30504382315252	65.72557239124798	67.08501009561866	68.00007009570263	68.72008224403592	69.40616817051882	69.92697846512563	70.39890037250778	71.14902767325574	72.7361721581701	7.43112833501759
13063	36.70501180154537	37.62663122156841	38.48267418620246	39.59927677988128	39.94399675535695	40.71629439203422	41.608141096342244	42.35497776292673	43.181690153221105	44.074456003479355	7.369444201933987
48041	19.865653568550528	21.30358278404778	22.58874400345793	23.28253741271333	23.760309846697798	24.268428231736245	24.72963778750936	25.32560438742002	26.192670039408736	27.201381791614892	7.335728223064365
48085	29.73238929450282	30.152407179154178	30.90805350976252	32.02998887684414	33.1134274601843	34.159248859840645	34.808403241626344	35.539201291705396	36.20973367231986	37.05702262064784	7.3246333261450225
18027	16.74354292464063	17.466915100271738	18.034119124190774	18.439606037407454	18.836805033773892	19.464566390561604	21.47628334716043	22.140332229921743	23.112334103474883	23.97903531609703	7.2354923914564
17167	20.535659904246156	21.548803171857365	22.547521054737103	23.245373294703356	24.023642848672218	24.624033021178526	25.168462959315892	25.967729318011546	26.802368664760255	27.76838722422958	7.232727319983425
18095	58.490116445708544	59.22138353606441	59.986722968734576	60.56608378023562	61.17543906411941	61.81641925540978	63.229760923497814	64.37604713658867	64.88392280455997	65.67546003943811	7.185343593729563
39155	36.403459140775986	37.49202001162449	38.8383289942123	39.53713056904124	40.20449514414158	40.457458887551844	41.07115424719256	41.774010018404155	42.55821778458923	43.57041774481692	7.166958604040936
18057	84.06236634517433	85.15025732226727	86.02615063680483	86.70527212864953	87.58166858940494	88.23797076006771	89.02924540001716	89.76390789393865	90.22316521542113	91.18177326516988	7.119406919995555
18039	19.66566896139458	20.683324597382445	21.592302094015277	22.691189649619556	23.369242380464964	23.82086772463723	24.439390086318323	25.031271028579752	25.706167797464687	26.762966958601613	7.097297997207033
39169	43.82604622383718	44.780994018529604	46.14301772192159	46.95620171707406	47.632226471194265	47.82189363716488	48.056284892238864	48.94500054348282	49.5229305829915	50.81179302844714	6.98574680460996
28035	22.35171250804906	22.937237031093137	24.037971686229433	24.877185287344346	25.478166432672772	25.988451871480102	26.18938636987665	26.699090345244993	27.306217922606432	29.327271651345256	6.975559143296195
01081	31.608592674027594	32.23179986872629	32.94222373770499	34.01027417486161	34.36301345962029	34.783146354293336	35.51703353204196	36.09085724453122	36.477534353825	38.492601816515005	6.884009142487411
22101	27.799133208365063	28.4327055882786	29.768772466483817	30.50527171326678	31.323817544894425	31.89844702962809	32.238780076881746	33.00697559860353	33.70946797849341	34.66055268220366	6.861419473838595
35001	50.17150206696872	50.87455836886521	51.562666170722586	52.288563677193366	52.92266456107687	53.8016700086315	55.06067916920484	55.831523772688996	56.39780734333874	57.027460097150275	6.855958030181554
41047	24.367864301666035	24.779481807267985	25.901456500535758	26.731173086001522	27.71476004442585	28.31051286403006	28.768476149057186	29.40570199083053	30.00710305481114	31.11183545954198	6.743971157875944
18093	17.41659228894378	17.976437160466833	18.873588776673692	19.46001786201396	19.84949557735272	20.50434259343207	21.690989870510155	22.458511876564256	23.26802917840633	24.10246833152947	6.68587604258569
40109	44.704650036171856	45.192479915837765	46.08918292706532	46.9199357522963	47.71709773823886	48.68124477982598	49.241087582274695	49.8599674106119	50.42926435898966	51.30428727681314	6.599637240641286
28045	12.901513118831613	13.535355879897736	14.455387583836908	15.044239961647246	15.81593599719734	16.363874957412893	16.728015357861814	17.49232790181307	18.542517410893286	19.492670619417293	6.59115750058568
28049	16.516943945669976	17.50812747231411	18.128153633755634	18.52536228369792	19.17946433060604	19.580741635691858	20.058849080164492	22.107125493802886	22.416328292576697	23.09182874797423	6.574884802304254
32031	40.59259769108144	41.070190612713546	41.95097574116382	43.05004192821091	44.081109674550135	44.81639205605431	45.29359350185685	45.87271191684113	46.36205582515335	47.15909348024802	6.566495789166581
26157	18.969076960882894	19.664535704064573	20.106560292524836	20.683937033792613	21.610700327376193	22.159731434100163	22.91230517381685	23.61047297898394	24.78233693456443	25.52216871621117	6.553091755328275
26021	25.397501300208937	26.271316826445485	27.192484408781752	27.97543537371473	28.639428777888575	29.075153580909248	29.664761817049527	30.20975997883249	30.999586430817327	31.950098417954788	6.552597117745851
22097	51.28323422574948	51.96660829591234	52.77090863688257	53.45615975702618	54.54852047187846	55.23246463963967	55.851487762579076	56.51428654430141	57.081887779571765	57.80263018581457	6.51939596006509
36083	24.834142640955342	25.57571983975923	26.568754160232103	27.249158593489426	28.055043487484753	28.43056988593161	28.990149267550798	29.793177041697014	30.605049854981363	31.32696784085436	6.492825199899016
37063	33.42225797479992	34.034462140963576	35.12471714846256	36.21582028289142	37.12534138856858	37.667923082945904	37.95020364880293	38.381572575356024	38.8905445146998	39.88416053149452	6.461902556694604
05119	24.80790061484336	25.416838354082756	26.013874393604873	26.891485103244705	27.277606879491714	27.967698527580065	28.7020724255362	29.953748011250493	30.553787851048885	31.252708655142342	6.444808040298984
18005	27.623569376870165	28.286931724025013	28.964084048430234	29.85126095450889	30.76536062071424	31.449763598118032	32.30959939409015	32.86469379872402	33.451197913363096	34.06308046257433	6.4395110857041615
45063	25.8262491580701	26.61761411238442	27.309759289503305	27.85776186916002	28.541768716918803	29.21013035548224	30.12208372027577	30.854159999952778	31.359865512566078	32.20882272705261	6.382573568982512
22057	60.83586430764952	61.44840577191504	62.47226855974946	63.42712661834508	64.1175451791711	64.73624517014335	65.39969927014344	65.99747365290733	66.63833414618018	67.19667844941098	6.360814141761459
22005	49.71112169559693	50.24775321889746	51.60254083865631	52.24347360665616	53.1376977555643	53.74989363938203	54.37939958314179	54.71271005303725	55.24418758778332	55.965665668067366	6.254543972470437
06029	16.42017862080088	17.457331863799737	18.37868246346506	19.47691572557821	20.208832528360283	20.706146367584328	21.061655518232584	21.524691324067028	22.030188853818768	22.598851114163896	6.178672493363017
48303	50.8140225456637	51.48693717900233	52.31537764355226	53.136911370300886	53.68570562487211	54.406631645790526	54.99177719591665	55.64178231455502	56.08320306119796	56.944843139168896	6.130820593505199
48061	23.515721225745796	24.02264699892242	25.142550858162128	26.08986774233149	26.80385723657633	27.505491913403684	27.760451359206723	28.25276719791156	28.82340859043534	29.552794397565044	6.037073171819248
48121	26.459909219989605	26.839052232153712	27.67141224163435	28.461765628584676	29.468341568716642	30.234169513272228	30.70507479148579	31.1713284466788	31.75916145871606	32.45701966916126	5.997110449171657
39037	15.354570185560954	15.74577348429128	16.233925713949013	16.854006388752612	18.231558046382418	18.80243612914378	19.19816067437777	19.980739222208637	20.71723912997251	21.309287308354744	5.95471712279379
22019	38.420445040030145	38.91377003536835	40.048476073784826	40.54863196416969	41.08489061627377	41.70706969429954	42.34042842946034	42.88668385533	43.41068436395272	44.37499848187123	5.954553441841085
22121	30.47907252180329	31.106678611295344	31.894534825551023	32.43810919379107	33.35863040585251	34.11141764896346	34.87422949536068	35.29031414461265	35.856288780540005	36.40531202798925	5.926239506185958
29183	34.364900649729165	34.64915255633861	35.6771870051434	36.54846684533378	37.004113943605454	37.58209944017222	37.995440004078105	38.694774235822514	39.17171731906538	40.28712893868612	5.922228288956958
18141	27.425516418293455	28.36866677448933	29.00148559525376	29.75975238490357	30.141511323589917	30.448217536138863	31.158045005371772	31.62616661466655	32.20010868103513	33.21819361939586	5.792677201102407
39017	14.60583406262156	15.51909196371486	16.328589744944658	17.248384559711553	18.060103015634148	18.50907474980093	18.729137474579236	19.151512567393464	19.72753900824518	20.386775546072712	5.780941483451153
13021	16.37638394246376	16.826681110753345	17.4369088374319	18.075918389671884	18.81621502357015	19.24226536952393	19.849343821803	20.63313571323977	21.250005311667685	22.127929185821774	5.751545243358013
36079	57.40083098020054	57.89209064824891	58.44742448678612	59.00309039911079	59.40163504975478	59.93145031792609	60.470379024552	61.437733153427175	61.90564446507213	63.12587748828898	5.72504650808844
48329	12.333568740571124	13.35596733465126	14.053990499456038	14.687579051852271	15.349957717332357	15.762733959077558	16.235689297183683	16.69330691352064	17.316406015619336	18.045314781689633	5.711746041118509
51810	18.254041639576375	18.745396236236044	19.66579993416108	20.791386957170605	21.23520671384818	21.64901085245396	22.021065148914072	22.467614387772507	22.93893711270718	23.914659219246346	5.660617579669971
24015	14.30738267335609	14.809113992354005	15.533689824316772	16.321417076425185	17.066461605825197	17.734299287479367	18.1448907853855	18.664707244446944	19.15266806400561	19.960146656274272	5.652763982918183
39007	20.941075241924768	21.623736001135455	23.244364596247195	23.880351289723638	24.193323029013847	24.49735876201744	24.826160876536058	25.25509648248405	25.84021475784208	26.548099590902847	5.607024348978079
05069	20.631741229068282	21.154317743340535	21.630682911263538	22.356303126938446	22.653487752800757	23.44517023123768	24.296952586983377	25.39167351412982	25.715384621641213	26.217452304822654	5.5857110757543715
09013	48.592306184314836	49.3074524550147	50.3273223121934	50.85853855958844	51.43948985288402	52.01064619868116	52.40140999269016	52.99571433227879	53.370396286730625	54.17631069450732	5.584004510192486
18059	20.64167840770128	21.27422068763203	22.199832828396588	22.902557892878008	23.50474374861632	23.83750341465129	24.389769634080224	25.1717132134829	25.6128090283531	26.183315747171495	5.541637339470213
50007	39.11975654898524	39.86338323555836	40.4721635901711	41.242334043537	41.61431837402028	42.22103086673289	42.72241205302587	43.304241958098515	43.84966492112778	44.658973194219904	5.539216645234667
17007	13.655444577714556	14.481181675634609	15.176987294890036	15.730921594621137	16.536602581402548	16.897583950890276	17.301118205096206	17.751134016639966	18.405971854581257	19.16537514689456	5.509930569180005
47037	33.39578892631926	33.970478739081805	34.75940776864467	35.292541652708444	35.746722562063056	36.243836230691805	37.13395549659421	37.672174032591855	38.48213220370143	38.90455191837178	5.508762992052517
36021	26.664166733025503	27.11896832542081	27.844600873822667	28.40083772473863	29.4507434350243	30.108252643690655	30.573948803674142	31.087322809122988	31.46280442090208	32.17031024813827	5.506143515112768
34019	46.44315546373405	46.88407181566386	48.587065830192145	49.50020293756542	50.02047625901439	50.370094313986954	50.68408728401019	51.08281726593641	51.41364900186042	51.90316145733347	5.460005993599417
06095	11.310111807387006	11.670028029379129	11.958078577597753	12.277536439670257	12.991325134991904	13.410985202425232	14.680679328762443	15.811000499207939	16.318309777816705	16.69715419372082	5.387042386333814
36113	22.189487880815484	22.7062021510489	23.55248679023506	24.281960980664337	25.037919615357787	25.421764819379376	25.914739540161595	26.40359237455	27.00918386649688	27.55632521469498	5.366837333879495
36065	26.846178423912	27.305295225710587	27.84508974606478	28.649748300536938	29.220878404849756	30.083201301589828	30.472075393797144	31.053477795542364	31.656376974474387	32.16120830586145	5.3150298819494495
55101	17.804078368735528	18.708121447833374	19.559519223678592	20.193891354692898	20.577601545292982	20.84220306982934	21.164925152238055	21.64524135418584	22.163336948633646	23.049192877540563	5.245114508805035
29095	31.56887470667537	32.0701617067922	32.660714458998754	33.34470747350876	33.92273102820311	34.442266385968786	34.90983123719224	35.62225556274749	36.09085589092278	36.805056708153494	5.236182001478124
01017	22.28421230276513	22.690893520611436	23.311567236957615	24.136467016871155	24.54324371822484	24.887131050593723	25.24598827321212	25.718572362856115	26.012160141420797	27.50508288383695	5.220870581071818
40147	30.604645109794884	31.065983473559914	32.04320969040846	32.74624467731272	33.40830472635673	33.70929500569914	34.22592080254666	34.729193733240095	35.09902605201545	35.815284589126904	5.21063947933202
21117	27.333368282558833	27.68818718652905	28.208805446677093	28.77062484068369	29.637588872260196	29.966226406227666	30.3490171001655	31.09156685872038	32.035689419934414	32.53660086719315	5.203232584634318
51085	17.73903045937015	18.282966078785943	19.26623607997401	19.999474488462074	20.476133457081584	21.073608715241324	21.339107315120547	21.790927867495558	22.378013903585366	22.916600633114818	5.1775701737446695
36105	27.42427679556104	27.91047685752017	28.469628238011282	28.928060183867803	29.388321690570834	30.16395290212355	30.690792029361667	31.343828111936052	31.910439402533846	32.5817274578674	5.157450662306363
40143	37.577419304323584	38.05962855614845	39.00036022694449	39.39229876133478	39.86201042298263	40.332042631214904	40.708680924705256	41.40867817052282	41.76636270128252	42.69307866739737	5.115659363073789
55105	14.434612991515731	15.503235546623305	16.27765795632892	16.749195987006175	17.279049558814755	17.606034330707864	17.866896480102795	18.226863710744308	18.673980552165624	19.502062613311438	5.067449621795706
31079	36.657527017295706	37.10246767204268	37.94393438654207	38.31955924364946	38.75213117116608	39.14547511528437	39.99372653116567	40.542581160557766	40.97332605408161	41.70225969239146	5.0447326750957515
39093	46.431557467904106	47.0538090956182	48.196578548734685	49.08679349720912	49.445775630903775	49.650887428643685	49.96609111997028	50.477459878926545	50.8393640532592	51.46876148661618	5.037204018712075
39003	30.24938161897294	30.740599456257552	31.28219290080426	32.0935990347872	32.9586308184863	33.290932577905664	33.92877943962526	34.435514556001074	34.87543892488277	35.27950859612663	5.030126977153692
22063	25.458795912873583	25.851039950776748	26.69722393236309	27.31469247659678	27.864056321303522	28.39467761145937	29.186579341558495	29.63968955295797	29.970197754093586	30.468462468312257	5.009666555438674
22079	14.354231860378107	15.510082708882464	15.87596799472685	16.3148950608388	17.008778182394312	17.60422636546899	18.073666799124705	18.480874541601285	18.997452556378782	19.342440724946776	4.988208864568669
48245	26.092143455883836	26.730643659095822	27.21884068549046	28.434002019592146	29.01267578042188	29.537455530083527	29.908761656277385	30.20663706064299	30.68637328803365	31.070194357631227	4.978050901747391
55059	17.531692219252683	18.208205194053896	18.951613698446955	19.665881504698753	20.066654590585408	20.37943057711678	20.722783681619738	21.196943261550043	21.726185985644996	22.496176295841433	4.96448407658875
26059	23.723215039865455	24.40096349463082	24.881032867626736	25.30112327822225	25.64121654544197	26.138317288090597	26.82584707295251	27.557461777139036	28.13440551277845	28.683952387131015	4.96073734726556
47065	14.767525077439098	15.460094831176951	15.952780155025806	16.26527939682829	16.553932051288637	17.004878140693943	17.847138934053852	18.418573470107205	19.092903662481145	19.711442639960385	4.943917562521287
06067	51.32836234971032	51.760470295876615	52.38566781955624	52.94768853888284	53.4928903842798	53.98852601145529	54.83362908482397	55.3745718748332	55.73943728543414	56.27218591089322	4.943823561182903
20173	20.604207343061862	21.047430728993728	21.428709546736485	22.108686838020816	22.708087944674293	23.285146030422652	23.723282126763138	24.49901300117471	24.91060979967271	25.511571441332354	4.907364098270492
34033	19.526694236186742	19.972247984332206	20.73693107895076	21.315142625304315	21.90153988127387	22.245231433191037	22.988162397589257	23.376437026410088	23.820793835603666	24.41807561604284	4.891381379856099
45027	28.541172921469407	29.23891223807066	29.871608822077413	30.41533670384222	30.9477372188081	31.214371325934746	31.804025109906448	32.37204239861683	32.886054416832664	33.40231638952602	4.861143468056614
22013	21.493947561937134	22.054938483834874	22.788471437932863	23.297763386493653	23.893529564541392	24.395014994251472	25.10499642475699	25.475170071737296	25.918956516503886	26.267560748720037	4.773613186782903
37085	14.28066475128669	14.732818465360612	15.52670569157142	16.19851079177031	16.815376250420712	17.157290213646924	17.44972301078622	17.809096074794542	18.28356756104296	19.023730721522504	4.743065970235815
06077	30.429709160220128	31.01957055812411	31.841024775162705	32.54396435800405	32.97981765593344	33.32343243100771	33.78422713585012	34.259032312928575	34.624572403616526	35.129613430174956	4.699904269954828
04001	11.294301534840976	11.90481401262427	12.528692593537547	13.058569760769755	13.676181729291484	14.168787996557706	14.647868529158929	14.887742029885008	15.191482856988316	15.946927628444952	4.652626093603976
13057	19.462637418639332	20.00931855557448	20.461929337597287	21.195853471742552	21.576615419241598	21.989731006857724	22.52722834870727	22.999792050323794	23.567944630310144	24.093182288772095	4.630544870132763
08035	30.73921955412374	31.17092099214114	31.976985110848915	32.606066753522725	32.927007756933136	33.318684176766645	33.67078510302487	34.32825599570587	34.74488932595347	35.3311699139702	4.591950359846461
51700	11.179715342192758	11.6816814579013	12.321353944154916	12.906995647991817	13.341329887563102	13.717875886961433	14.043873118443122	14.42337811757214	14.853268305898945	15.75840239328108	4.578687051088323
18043	30.508825398930455	31.08280533401447	31.795464393814164	32.111545283277216	32.65980279806275	32.959953855895506	33.55348895943687	34.11514036475552	34.46421892187098	35.026044483820584	4.5172190848901295
22111	11.296664834515854	11.61618790233037	12.374374835312217	12.672425859701969	13.074206032718589	13.61649267333109	14.174311830105436	14.647986342935909	15.019245422793238	15.811103648724584	4.514438814208731
06013	33.87200783867366	34.39304105896819	35.080901107482845	35.61129510138443	36.128698594122085	36.56960994669588	37.00449563722006	37.50254599635951	37.816271567953365	38.37291244019391	4.500904601520247
12127	30.48935226393832	30.668682708087303	31.448407487605824	32.28245332444945	32.76916397464388	33.22029016061822	33.7449272656991	34.05810983734376	34.477553812265306	34.977496485551356	4.488144221613037
39133	47.154501684648125	47.672775821472314	48.74316750761891	49.361084883548976	49.675323063628056	49.86518251428931	50.05832188707623	50.60133462407507	51.167319533010904	51.621989627917344	4.467487943269219
51117	11.331481394007925	11.672005946216217	12.136434642383076	12.655286211620556	13.423241745264017	13.887619622503927	14.338158310546971	14.894175200611135	15.347321067274121	15.794930052574975	4.463448658567049
37047	15.313287314290571	15.923212391609242	16.71205378552323	17.459564116313313	17.789580087353595	18.20353375580947	18.433089858084447	18.661244169969486	19.32399197350872	19.740614216443582	4.427326902153011
06111	20.339382309174887	20.7519364923493	21.419213017410236	21.94286892403873	22.36331398949281	22.585482999056993	22.992597024631067	23.59041744394771	24.221505606847877	24.759387135398256	4.420004826223369
18035	20.650591484939174	21.139421892003437	21.427452925949414	21.76726486980273	22.149839519283844	22.69266927536268	23.25563994139323	24.25892963473952	24.725455942439744	25.044550661408714	4.39395917646954
13093	13.202027720089863	13.897484829828247	14.589412260563144	15.359754535041311	15.56790244670306	15.967947930951173	16.445451332290343	16.86097083456724	17.254944048972025	17.576512760580727	4.374485040490864
18011	32.613482584592504	33.227823733382785	33.71240158350433	34.19881041529153	34.817399468290716	35.263537422879715	35.75971706652566	36.25616784993997	36.4572763278421	36.94466654569237	4.3311839610998675
18019	26.45118770702027	26.896268871096105	27.61882880371838	28.071340327819737	28.512184667474905	28.7809821955547	29.457132811708867	30.046221438466883	30.278231052781276	30.773603455105665	4.322415748085394
17115	16.301018005986602	16.887529421129262	17.52372795410292	18.022181996126413	18.376327022770507	18.68254032324497	18.923336287974045	19.47390058138473	19.97262169460477	20.59660805512536	4.295590049138756
21107	27.481682569572307	27.97653244384576	28.600428942975373	29.153703839642017	29.410532306559826	29.836140647580002	30.621730315935352	30.994837284493897	31.535871048276984	31.746527417154432	4.2648448475821255
26115	18.52734219516855	19.172492606246273	19.617812957009033	20.113013637755	20.46646233582136	20.74029948206339	21.0880811438938	21.815522926925386	22.299649148979068	22.788561825183518	4.261219630014967
18117	19.342950750768477	19.934690809730427	20.709669350226015	21.21704153957532	21.77057311990042	22.306390078435683	22.51325308193044	22.837492129386625	23.18918394761816	23.586441476308472	4.243490725539996
39173	32.327748598989935	32.94977526015905	33.93630346132292	34.56959951960614	34.79251012964048	35.03653091159455	35.42141508145071	35.68092056659125	36.13598967574021	36.540688543434065	4.2129399444441304
26155	18.293679066586932	18.875627840891312	19.277141529452315	19.82595655910365	20.7243835303082	20.976568313312328	21.52644399305765	21.867900635918293	22.173347718495958	22.475867417268606	4.182188350681674
16001	22.48996675367363	23.04140097888015	23.607203934598793	23.9685773560853	24.25908061947725	24.835423123892173	25.38343385235363	25.798211450075616	26.415716365594886	26.667995680913247	4.178028927239616
26121	21.400942884241985	21.69688909333672	22.29258147999441	22.70915997867747	23.285500174749792	23.67116823677237	24.108626355587916	24.617860643000316	24.999660883822603	25.578811181719537	4.177868297477552
37089	29.450149272709062	29.812114624342392	30.38648539023363	31.073493342232357	31.715353943129344	31.981177193286562	32.30840013721148	32.61092352958401	32.941017687578054	33.623530527310976	4.173381254601914
06099	22.668510307654117	23.236891373409648	23.943347484538197	24.434013390760178	24.884119375214002	25.30837166949237	25.626598284504663	26.0733836965922	26.325571460691904	26.776539948616236	4.108029640962119
01055	11.185776377675491	11.386052433033786	11.84077853496377	12.260157323518529	12.874043059910498	13.56898701269922	14.033721641212319	14.305379181726874	14.637683928292349	15.276814656396587	4.091038278721095
22047	37.34535894421227	37.65346049910862	38.36654109862541	38.9032036528595	39.57078250510044	39.914331828597206	40.50115593488413	40.80758944905762	41.11865351322289	41.3916269904132	4.046268046200929
