	horizon_1	horizon_2	horizon_3	horizon_4	horizon_5	horizon_6	horizon_7	horizon_8	horizon_9	horizon_10	increase
36071	322.4816198875487	324.6239475671746	327.5391909462701	331.1963608208239	334.93064509574685	337.6991492051677	341.7471789476223	344.69697909828494	347.7757312760844	351.28550879681205	28.803888909263378
27123	50.10162383612091	52.41306917686651	54.97793633489866	59.20206424275797	61.79861942883666	64.49565704947844	66.95765164888681	70.33616767416993	74.25576202487824	78.70838024107113	28.606756404950218
08005	182.8345886124082	185.88746412505486	189.97300516365	194.15814679594874	196.0811749530389	197.8660906219467	199.9554227269534	203.8689945530303	207.07525151836188	211.23547574317465	28.40088713076645
06083	13.226254917359853	14.877683061239521	19.689311975112364	23.65212176868171	26.01673679517716	27.232793900584994	29.335385713905943	33.098293254769786	36.844562014140905	41.103706474523236	27.877451557163383
18089	127.59984442537615	130.2351669163618	134.04406171447238	137.7020956507659	140.84595926427733	143.4536941237327	145.57208227126077	147.71288484066824	150.7615625399355	154.79370287321305	27.193858447836902
13067	124.01277693338564	126.25592133710889	128.8613008713819	133.58349938379286	136.53885843025407	138.9478440680299	142.51003652070068	145.11157928976593	148.48607616975815	150.83822908653065	26.825452153145008
34015	85.43076344286247	87.92870216629301	92.12993929111661	95.8605428296882	99.34545474811907	101.72426776999492	103.53906777837622	105.70760019192664	108.02842844490517	111.65884774993734	26.228084307074866
13121	150.29564570229857	152.6997869722968	155.91609205502024	160.41020731175152	163.21064660286376	165.58073640736134	169.377812423435	171.1636798398719	174.50241635378669	176.44517262491635	26.14952692261778
04005	59.04778886286623	61.981911904349744	66.11424005652961	69.80761951991832	72.33200543913851	74.17610834449808	75.6649233180054	78.08916810161102	80.45532026843941	84.88680575166278	25.83901688879655
29510	91.38460716966355	93.04622333983242	96.56372214890955	100.135027692953	103.29830904680112	107.43034031366453	109.20942673956506	111.41252207540178	113.02078027785119	116.21416996703742	24.829562797373868
42069	119.57648759943511	121.31638140861591	126.05732172820507	128.8979017787033	131.2491889247344	134.46240223708642	136.3790600190235	138.4758624368245	140.91518737921234	144.2005000470952	24.624012447660093
26049	227.68517353892668	229.8521464652499	232.33227003428067	236.20167158714224	240.41960599369506	242.68384923084523	245.12565989757672	247.2111287338971	249.43191792440481	251.84153840604517	24.156364867118498
10005	94.5079282117268	96.66708216024699	99.3576983058079	101.36317141797481	102.2655049575399	104.02910574599413	108.19153909516591	111.38396485547636	113.69630012727319	117.96494494117194	23.45701672944513
21111	115.16649370263657	118.2968105494944	120.88602891330055	122.8710295603247	125.18008593926638	126.52615347090044	129.8816784942599	132.9993603385841	135.88112080562863	138.2491106123581	23.082616909721523
13135	98.9895778124295	101.18662862825124	104.13126056437444	107.21376048243783	109.18585021859141	111.08720332680083	114.15032144760015	116.77793172377436	119.70041804976395	121.79188623226615	22.80230841983665
22103	139.67691430282653	141.89933974638097	144.5115590541132	146.425456450542	149.9197982454456	152.34354443897539	155.14910189465135	157.2183680048909	159.27267304429708	162.35572659110153	22.678812288274997
10003	96.94670110807326	98.0904219694003	102.01651329503355	104.4542941132131	107.1896772891026	108.95612199768001	111.18959294027124	113.50341967060908	115.1226767594541	119.4533181793345	22.506617071261246
39099	125.51222277330437	128.1771625449371	132.4097392277037	135.4032397697319	138.08469186709675	139.45375675316265	141.01258358331097	142.88716655991925	144.9226923428944	147.97904390507932	22.46682113177495
36067	58.61511078175287	62.09730386700606	64.48137044637662	67.34366093068341	69.99527840910905	72.46712891407884	74.33011322688418	76.13258898368694	78.14381098070581	80.79526978559566	22.180159003842796
20209	68.25770793284582	71.99788044732476	75.33451882908537	77.630325423237	79.0548530066039	80.62360142519015	82.26969065616701	84.61768320804562	87.26402246043268	90.40741191067258	22.14970397782676
42003	126.53004015392084	128.52189966809243	132.1381735340264	134.67599077997758	136.83458566176384	139.19144048415745	140.7699267889758	142.9351655361373	144.9322038073567	148.41381468891646	21.883774534995624
06059	78.38013599881478	80.3961979228974	83.35832233757705	86.73598950180006	89.11124935127084	91.17324574523896	93.01343993175031	95.50549407278943	97.57381239950841	100.19293045994506	21.81279446113028
39061	103.22855448643843	106.25333166220547	109.46183594651248	111.62357646301673	114.21460361758331	115.75871578124897	117.30514665134987	119.39505058848644	122.30138321264319	124.88416761515997	21.65561312872154
35031	53.22498720426582	55.67899094847453	57.76368147854031	60.26964048723764	63.89358455654947	66.63336411319547	68.71527414325415	70.85210009201849	72.33804634376175	74.76376534925272	21.5387781449869
42077	123.58349748249253	124.85235609725513	128.94395030313188	131.7688604216005	133.47473352182197	135.71947195563106	137.03414971247378	138.28643764914594	140.31640443232212	145.05506839894423	21.471570916451697
34011	42.7468647069329	44.07274482479166	46.73896285053442	49.214023399742665	52.58580388892432	54.89485850522383	58.3197629160196	59.779702641920075	61.602227432846554	63.97843733481164	21.23157262787874
01123	45.710979218989145	47.0234138821269	49.179368117827124	51.69730152977859	53.164360948031	55.14408803918515	56.2396281636897	58.360265107583544	62.07137471339291	66.31276619411604	20.601786975126892
17163	54.622752635787855	56.30204999553296	59.32372477183904	62.33214433028431	64.73881076707828	66.97582156063822	68.5643425428659	70.4067933453049	72.51955356076701	74.97837587158084	20.355623235792983
39151	71.7248531312388	74.08792955215337	77.09165263525034	79.63845430050597	81.89878833670952	83.11951836707111	84.335225061776	86.55237779596008	88.77168824199529	91.88843090564934	20.16357777441054
25015	59.949106972999026	62.26399212235282	64.30422282678246	66.37901226413979	67.82638243522531	70.67331671974884	72.9255528113046	75.03224817543445	77.08489601270124	79.6077059578773	19.658598984878275
04015	27.84732460740515	29.71973750873375	32.43549479873624	35.38445695498248	37.37905751353047	39.06371299325329	40.645351839774776	42.32940671216099	44.988557618356005	47.223330167959	19.37600556055385
33011	58.61423568539228	61.499006919140754	63.310442566609424	65.69294910996337	68.41452833410524	70.83299758019261	72.5136008079072	74.15915573190323	76.29058311077327	77.96005643099477	19.345820745602488
06107	52.7653910707722	54.68539939506543	57.51737848349492	60.33470290533171	62.54868597051666	64.47358115304206	66.08913074301303	67.66219174787642	69.527371934577	71.61236427573883	18.846973204966623
12071	70.87105688338572	72.34981864902898	74.2461495818555	76.67944141297492	79.2573945341702	81.45923097101046	83.64863599946005	85.74916932279665	87.13599696103255	89.34105197891463	18.469995095528915
12081	76.34465228757585	77.59121655254941	80.72759201160824	83.58602904218829	85.93748250160397	87.4045896752784	88.76357344244505	90.25131399159773	91.66153720604827	94.54774239967908	18.203090112103226
39153	82.62329314901838	85.13055994268498	88.21105032261174	90.32569569640903	92.02080634245272	93.20435745179734	94.14386398124643	96.13875095943368	98.17095853941181	100.69519479308238	18.071901644064
08001	83.40927963777837	85.4080803070503	88.15371251979195	90.22691031861015	91.42866164651463	92.4175098641947	93.35084526573178	96.25319897182771	98.69981602827595	101.03756897572971	17.628289337951344
46099	30.962054384319156	32.767958843473835	35.33291352094122	37.6999774917653	39.54168477346325	40.42741646588105	41.43925042091658	43.096699167535775	45.58447433074861	48.56357620011453	17.601521815795376
18081	92.81492800422626	94.43262744026889	96.53093891740781	98.63519852347599	101.17046813256079	102.75552465061718	104.57710397693954	106.95614453533595	108.44501141612145	110.02908986811711	17.21416186389085
12103	63.200432221035655	64.28346138989414	66.98936871252641	69.37608622134886	70.9782180258813	72.40836827233406	74.29150660429549	75.65734882703563	77.21684421946154	80.30751045638532	17.10707823534966
31055	25.109995388437532	27.31850042629796	29.20352629678828	30.86007015092271	33.135020097323675	34.41518881584979	35.8325735233729	38.07110148733268	40.24479593231027	42.192099152864195	17.082103764426662
25001	75.92835096036859	77.34829586150678	79.43506651713763	81.51765898183625	83.59439095332512	85.76473258070608	87.99266711021617	89.50551558248316	90.56516123006631	92.12694882823112	16.19859786786253
17111	55.064708280033116	57.11926190859242	59.6952205277992	61.980945251441966	63.55583249633079	64.95220527004172	65.9847908149357	67.38162703369242	68.86672049888996	71.21681056728181	16.152102287248695
20091	55.51043419124729	57.524920722928115	58.905764705116624	60.40315006299206	61.822167183213	63.26707390535315	64.83026202841228	67.06448002639007	69.0797995051587	71.1315913383808	15.62115714713351
48141	34.96152594047052	36.77641714165554	39.01702348457244	41.663266304977995	43.764856879366036	44.97797341474	46.044340774685274	46.816558755246575	47.7944502989878	50.140091482546666	15.178565542076143
48029	59.75306380682705	61.62278495916057	63.44768236266099	65.61438055172555	66.95017655067596	68.29992364791465	69.12762403952924	71.37711170290058	73.0821042094409	74.91482459376483	15.161760786937784
42079	114.1021438128066	114.82619606875416	117.86992565777794	119.78717640501205	121.90376204255526	123.51021516412455	124.54428621341184	125.5901606368192	126.87778347168894	128.83840685966217	14.73626304685557
08059	96.46793354036478	97.86441505455372	100.2744125553402	102.29434367667061	103.4910104028868	104.43772803067222	105.37634984595984	107.5669750021499	108.67462300457835	110.89343601471887	14.42550247435409
36063	49.50241077328556	50.97199774334928	53.21053405139514	55.1065457634956	56.609980013867755	57.909354666546086	59.435998453520334	60.76174100621806	62.51168070892355	63.89216027637512	14.389749503089561
36001	77.18124928968561	78.40881490446272	81.3712966123397	82.76885128268582	84.83344527773343	85.62162052905646	86.91824822454313	88.58260193082515	89.56393745552987	91.53770602883904	14.35645673915343
06001	73.38149348088176	74.98031060840067	76.72090548269676	78.55930948851916	80.1069199396242	81.22140729162172	82.34993230434014	84.05648762495966	85.69012998421863	87.53237754974383	14.15088406886207
53061	121.000570131858	122.03769743213893	123.80358594894615	125.09001064001237	126.44502902523338	127.92152758133608	129.65625689897385	131.23299132682482	132.58755385354942	135.00543720134758	14.004867069489578
18055	16.305917896446662	18.144780441796723	19.480400993450246	20.173504559920964	20.813044748428105	21.787590267119935	24.901148297335	26.095810366029333	27.905575997377703	29.659891490689482	13.35397359424282
09005	111.69669633459215	113.09304802096203	115.10015010897678	116.84125467304786	118.00128058694355	119.26249631505844	120.30119750684355	122.12845576468077	123.28386008869063	124.96799690507794	13.271300570485792
06085	130.94555957541212	132.46363756790487	134.18275687150202	136.2176670241705	137.8884279901958	139.19291485350223	140.69463225797094	141.86400267436284	142.80629571133238	144.19277598850087	13.24721641308875
47157	72.05600143875036	72.63487621928893	73.95701246386473	76.11553033325734	78.05400179408888	80.25114081650074	81.9386380787466	83.21591073676689	84.24883649725881	85.2447054863783	13.188704047627937
01101	17.149004801866003	18.117970740535423	19.63091771117333	21.425810268205637	22.76027452805112	24.41281183123924	25.988229868335885	26.81756693479146	28.253139134000527	30.100291853923224	12.951287052057221
04017	38.70935031305873	40.10717422559043	42.256834936655	43.68751982768823	44.963973743335224	45.81549292996932	46.95855107979385	48.279424061947324	49.47935698506317	51.60091723548568	12.891566922426954
18003	61.02943975709738	63.038145827656244	64.67569122299662	65.67978025890315	66.53219987117679	67.56749819591565	69.11159182078484	70.50745675667503	72.27753273099154	73.8983237505042	12.868883993406826
26145	87.25678199432508	88.07378590921668	90.00726707876142	91.33999469630831	93.47986487372917	94.56863925707157	96.08273523303482	97.32834781489015	98.54916079487239	100.09447262867944	12.83769063435436
17201	27.058299613176796	28.720270055655156	30.309549789696003	31.886503895006534	33.138627498125864	34.05003422109976	35.1708494974463	36.282464561446965	37.70356850559003	39.399549464903515	12.341249851726719
28051	21.006598028593157	22.326730617075512	24.163287639104887	25.703152209674187	27.042775634474804	27.96237767976031	28.701093554515317	30.395936070340607	31.562584731382955	33.209969459348976	12.20337143075582
17091	31.600293177859264	32.75496300441942	34.27913195776309	36.07482793981245	37.28786621325159	38.019060041371105	38.927561050251846	40.061597300539084	41.4414239439288	43.73560594581599	12.135312767956727
09011	59.29208156892338	60.626310487525	61.914077527191345	63.392472270654714	64.82871166414209	65.87052400765008	66.67388347365473	68.00963332886903	69.51366077985486	71.30589168029366	12.013810111370276
13089	74.04623429401822	75.18501931624883	76.90115044347897	78.49574695473979	79.25786063693108	80.4324457204357	82.34843173211671	83.58170202380902	84.7910479658217	86.05412405007601	12.007889756057793
06081	57.962922494409796	59.45058035727717	61.16650915786496	62.15565723417258	63.17369407552141	63.89874082968274	65.50233732699843	66.99194147794356	68.25749753790429	69.47301439144294	11.51009189703315
34009	34.89078170583262	36.93331975503777	38.595324064157275	39.8605127738543	40.80403785867703	41.5517589293303	42.85168296906024	43.7507342088593	44.50148979544755	46.376209616632636	11.485427910800013
01073	62.984879333638055	64.48656586877513	66.37351480603152	67.99997058825804	68.97916617925625	69.67592739284255	70.66778025050601	71.82338066512959	72.80689440469574	74.39737616464116	11.412496831003104
08013	57.16338583868057	58.489916796977845	60.443724960120136	61.59772132894015	62.304216264818805	63.322233754904374	64.68876525100117	66.01624046092236	67.10996667219678	68.56085698431502	11.397471145634455
41051	55.03359980332082	56.47616132184174	58.25757466184118	59.608392357666155	60.842615726751035	61.7158975559968	62.82550767448151	63.673900960703314	64.86742595276836	66.2906936862036	11.257093882882778
45045	46.81389991870483	48.09872447618751	49.93873219057852	51.294676581047916	52.74971453347824	53.58881288950156	54.09002581397918	55.144029086715236	56.40664188716444	57.94392511037824	11.130025191673411
37135	35.099383237411004	36.221628417059165	37.83942680546193	39.7793277011665	40.7522864339049	41.885748994960174	42.22921539866537	42.88436631485286	44.902905443636705	46.063495459753426	10.964112222342422
37119	64.09845920311126	65.29266564835387	66.80048466555291	67.99032975043966	69.3906161408731	70.2234783822492	71.36920264567298	72.65205902890321	73.7256404926006	74.96913996008463	10.870680756973371
27037	16.815561377033404	17.680844003210165	18.743218983479	20.030127481681394	21.36164881172119	22.34252167658794	23.34770056087394	24.59216084059195	26.01429036983491	27.6225416461837	10.806980269150294
