countyFIPS,PopulationEstimate2018,Rural-UrbanContinuumCode2013,increase,increase_scaled
26047,33308,7,1.3322676295501878e-15,3.9998427691551214e-14
26049,406892,2,20.96784985692267,51.53173288470323
26051,25337,6,0.0,0.0
26053,15096,7,0.0,0.0
26055,92573,5,0.600820170094571,6.4902311699369255
26057,40599,6,0.07177346253629313,1.7678628177120896
26059,45749,6,1.2892814199277822,28.181630635156665
26063,31166,7,0.07177346253629313,2.302941106856611
26065,292735,2,1.2854806313663776,4.391277542372377
26067,64210,4,0.08275948798482169,1.2888878365491618
26069,25081,7,2.6694059095100435,106.43139864877969
26073,70562,4,2.6645352591003757e-15,3.776161757178617e-14
26075,158823,3,2.65277322482061,16.70270190602501
26077,264870,2,2.9565845905832937,11.16239887712196
26079,17824,7,0.23224634806781097,13.02997913306839
26081,653786,2,10.948319355997661,16.746029061493612
26093,191224,1,6.751986241289714,35.30930344145983
26099,874759,1,4.7983476809147305,5.485336739507374
26103,66516,5,0.6621220035026525,9.95432683117825
26107,43545,6,0.0,0.0
26111,83209,3,1.5481649258530146,18.605738872634145
26113,15113,9,0.0,0.0
26115,150439,3,0.575435244659289,3.8250403463150446
26117,63968,2,0.4142135623730949,6.475324574366792
26121,173588,3,3.5548528309353706,20.478678427860054
26125,1259201,1,62.280361364871965,49.4602222876824
26127,26625,6,0.07177346253629313,2.695716902771573
26135,8276,9,0.07177346253629313,8.672482181765725
26137,24665,7,0.6767532975515529,27.437798400630566
26139,290494,2,0.7718350366828037,2.6569741085282437
26145,190800,3,8.243200592457143,43.203357402815215
26149,61043,4,0.1486983549970351,2.4359607980773403
26151,41182,6,0.7038717671359827,17.091733454809933
26155,68192,4,2.2343227166252397,32.765173577915874
26157,52516,6,3.714337744249317,70.72773524734018
26159,75448,2,0.2322463480678092,3.0782306763308394
26161,370963,2,19.332107328385078,52.11330329004531
26163,1753893,1,1701.146021755564,969.9257718433018
26165,33466,7,4.440892098500626e-16,1.3269862243771666e-14
27003,353813,1,-1.417099352077777,-4.005221266821109
27015,25111,6,0.1486983549970351,5.921642108917808
27025,55922,1,0.07177346253629313,1.283456645618775
27027,63955,3,-0.14079776322859594,-2.20151298926739
27037,425423,1,2.044541452762628,4.805902484733144
27045,21058,3,0.07177346253629313,3.4083703360382342
27053,1259428,1,29.927953470047726,23.763131731268263
27091,19785,7,1.5850643716549202,80.11444890851251
27095,26139,1,0.0,0.0
27103,34220,3,0.08275948798482213,2.418453769281769
27105,21924,7,6.256123328299947,285.3550140622125
27109,156277,3,3.281551778383456,20.99830287491733
27123,550210,1,0.39005979887178555,0.7089289523487133
27131,66523,4,0.1486983549970351,2.235292380034501
27137,199754,2,0.29091800163315895,1.456381357235194
27139,147381,1,1.0827594879848217,7.3466694348988115
27163,259201,1,0.5615472691222525,2.1664548714019336
27167,6254,6,0.08755802689427927,14.000324095663458
27169,50825,4,2.886346885775726,56.78990429465275
27171,136349,1,0.07177346253629313,0.5263952250203018
28001,31192,5,2.877890904424042,92.26375046242761
28011,31333,7,0.28610833092073307,9.131214084854085
28013,14436,9,0.270415072708051,18.731994507346286
28015,9911,9,1.3521580450493476,136.4300317878466
28017,17171,7,2.8166538263919705,164.03551490256655
28019,8278,9,0.0,0.0
28023,15604,9,0.4196753534142035,26.895369995783355
28025,19386,7,0.168943542395398,8.714718992850406
28027,22628,7,0.1776715231464343,7.851843872478094
28029,28543,2,0.1486983549970351,5.209626002768983
28033,182001,1,0.4539170160266046,2.494035835114118
28035,75036,3,0.25504597607272217,3.398981503181435
28037,7788,9,0.0,0.0
28039,24250,6,0.0,0.0
28041,13586,8,0.0,0.0
28045,47334,2,0.09199688073512036,1.9435686976617308
28047,206650,2,1.6616889767735028,8.041079006888472
28049,237085,2,2.3748703826550237,10.01695755806999
28051,17622,6,2.7531751910645887,156.23511468985294
28053,8257,6,-0.8427706625532245,-102.06741704653318
28057,23517,7,-0.7295849272919464,-31.023724424541665
28059,143277,2,1.0699307021992919,7.46756773382533
28061,16428,9,0.11612317403390437,7.068612979906524
28065,11234,8,0.1486983549970351,13.236456738208572
28067,68461,4,2.574657688939274,37.60765529190742
28069,10027,9,1.1825582103650931,117.93739008328444
28071,54793,4,0.3442125858823699,6.282054019352288
28073,62447,3,0.1435469250725867,2.2987000988452078
28075,75317,5,1.3259178826647862,17.60449676254745
28079,22763,6,0.11612317403390437,5.1014002562889065
28081,85202,5,0.2595146721344257,3.0458753566163432
28083,28919,5,2.583497554621122,89.33564627480625
28085,34205,6,0.481121690633028,14.065829283234265
28087,58930,5,0.16894354239539755,2.866851220013534
28089,105630,2,2.065371919961356,19.55289141305837
28091,24715,6,1.6513681460042378,66.81643317840332
28093,35451,1,4.440892098500626e-16,1.252684578291339e-14
28095,35564,7,1.94973698007645,54.82333202329462
28097,10023,7,0.4727333575346888,47.16485658332723
28099,29125,7,1.562311497419607,53.64159647792642
28105,49599,5,0.1776715231464343,3.5821593811656345
28107,34178,6,0.08275948798482302,2.421425712002546
28109,55387,6,6.473154648579815,116.87137141531072
28111,11931,3,0.2311444133449163,19.37343167755564
28113,39563,6,1.375514460488537,34.76769861963292
28115,31833,7,2.220446049250313e-15,6.975296231113351e-14
28121,153902,2,1.5814157194373344,10.275472179941355
28129,16002,8,0.18255821036509534,11.408462090057203
28133,25735,7,4.440892098500626e-16,1.7256235082574804e-14
28135,13987,7,0.0,0.0
28139,21995,6,1.4663166883196581,66.66590990314427
28143,9944,1,0.168943542395398,16.9894954138574
28145,28606,6,-1.0,-34.9577011815703
28149,46176,4,0.42080815083869183,9.11313562973605
28151,45063,5,-2.220446049250313e-15,-4.9274261572694076e-14
28155,9788,9,0.07177346253629313,7.332801648579192
28157,8792,8,0.3876508276678212,44.09131342900605
28163,28248,2,0.335141362540313,11.864251010348097
29013,16320,1,0.0,0.0
29019,180005,3,0.11612317403390437,0.6451108248876664
29021,88571,3,1.168943542395397,13.197813532594157
29027,44889,3,0.0,0.0
29029,45815,7,0.4142135623730949,9.041003216699659
29031,78753,3,0.07177346253629313,0.9113743290578534
29035,6054,9,0.0,0.0
29037,104954,1,0.18786183886526864,1.7899445363232336
29047,246365,1,2.2704150727080536,9.215655928025708
29051,76796,3,0.19623119885131546,2.5552268197733667
29069,29423,7,0.08275948798482302,2.812748121701493
29071,103670,1,0.4652004292637617,4.487319661076123
29077,291923,2,0.09409883405765918,0.32234128197387385
29083,21792,6,0.0,0.0
29095,700307,1,5.2136859548194785,7.444857690726322
29107,32598,1,0.1486983549970351,4.561579084515464
29111,9855,9,0.0,0.0
29113,57686,1,0.07177346253629313,1.244209384188419
29115,12037,7,0.0,0.0
29145,58266,3,0.1486983549970351,2.552060464027651
29155,16272,7,0.3195079107728942,19.635441910821914
29169,52014,5,0.4142135623730949,7.9635014106412685
29183,399182,1,1.191172675990419,2.9840340395870033
29186,17888,6,0.0,0.0
29187,66692,4,0.0,0.0
29189,996945,1,18.50929383639192,18.566013006125633
29201,38458,4,0.4208081508386914,10.942018587516028
29213,55852,4,-0.9282265374637069,-16.619396574226652
29221,24943,6,0.0,0.0
29510,302838,1,8.38452390574777,27.686498741068725
30013,81643,3,0.08275948798482213,1.0136752444768338
30029,102106,5,0.16894354239539844,1.6545897635339593
30057,8768,9,0.0,0.0
30063,118791,3,0.1486983549970351,1.2517644855000387
30101,4853,7,0.0,0.0
30111,160137,3,0.0,0.0
31019,49615,4,1.3521580450493471,27.253009070832352
31055,566880,2,4.017094914715518,7.086323233692347
31067,21493,6,0.2704150727080501,12.58154155809101
31079,61607,3,5.681167640865947,92.21626829525779
31111,35185,5,0.352158045049348,10.00875501063942
31119,35392,5,0.37344829577311334,10.55177146736871
32001,24440,6,0.0,0.0
32003,2231647,1,36.884840625879804,16.528080214245264
32007,52460,5,0.0,0.0
32013,16786,7,0.16894354239539755,10.064550363123887
32031,465735,2,0.854794017486249,1.8353656424495666
32510,55414,3,0.11612317403390437,2.0955566108547363
33005,76493,4,0.1919164527704349,2.5089413772558915
33011,415247,2,12.971785589162543,31.23872198754607
33013,151132,4,1.0919968807351204,7.225451133678641
33015,309176,1,5.761097874285678,18.633716311375004
33017,130090,1,2.760152459899766,21.217253131676273
34001,265429,2,5.9662284573542905,22.47768125319498
34003,936692,1,42.96866916281124,45.87278332985788
34005,445384,1,33.83558341332994,75.96946323471418
34007,507078,1,29.332445061457804,57.84602183777999
34009,92560,3,1.828016845896677,19.749533771571706
34011,150972,3,2.542720267818412,16.842330152733037
34013,799767,1,9.768302998378658,12.21393605684988
34015,291408,1,4.365912899755742,14.982131237837471
34017,676061,1,138.7347963539827,205.2104711763919
34019,124714,1,0.161902519844638,1.2981904184344821
34021,369811,2,35.79160167132946,96.78349662754611
34023,829685,1,41.40121137914389,49.899915484965845
34025,621354,1,40.2316564611109,64.74836640805547
34027,494228,1,65.67810454374705,132.89029464892127
34029,601651,1,40.9138027955006,68.00255097307343
34031,503310,1,36.203412422758674,71.93064398235416
34033,62607,1,2.576782633510284,41.15805953823508
34035,331164,1,65.90128938745175,198.99895335076204
34037,140799,1,13.027645136387903,92.5265459015185
34039,558067,1,165.97056220017305,297.40257388480785
35001,678701,2,4.1680812141654116,6.141262815533514
35003,3578,9,0.0,0.0
35005,64689,5,0.07177346253629313,1.109515721935617
35006,26746,6,0.17767152314643564,6.642919432679116
35013,217522,3,-0.8838768259660956,-4.063390489082003
35015,57900,5,0.07177346253629313,1.239610751922161
35031,72290,5,6.8792590730491625,95.16197362082117
35037,8253,7,0.0,0.0
35043,145179,2,3.4556991734973472,23.80302367076056
35045,125043,3,5.280434643624218,42.228950390059566
35053,16735,6,0.08275948798482258,4.9452935754300915
36001,307117,2,3.7172326712628845,12.103636956804358
36003,46430,7,0.08275948798482258,1.7824572040668227
36007,191659,2,1.7701088764340405,9.235720088459402
36009,76840,4,0.25869387091371143,3.366656310693798
36011,77145,4,0.16894354239539755,2.1899480510129954
36013,127939,4,0.4142135623730949,3.2375863682934436
36015,84254,3,1.0000000000000004,11.868872694471484
36019,80695,5,0.3378870847907951,4.187212154294505
36021,59916,6,3.383099208277857,56.46403645566888
36023,47823,4,0.0,0.0
36025,44527,6,0.0,0.0
36027,293718,1,20.615638752443374,70.18854395182922
36029,919719,1,38.85079486714332,42.24202703993646
36035,53591,4,0.44181680439399784,8.24423512145692
36037,57511,4,0.7461522959655711,12.974079671116328
36039,47491,6,1.6089541377292664,33.87913789411186
36043,61833,2,0.24937626119330059,4.033061006150447
36047,2582830,1,-135.3909620369186,-52.41961803019115
36049,26447,6,0.1825582103650918,6.9027946597002225
36051,63227,1,1.3246161304788484,20.95016575954653
36053,70795,2,1.335502121274371,18.864356540354134
36055,742474,1,7.249376392443935,9.763811786599847
36057,49455,4,1.562311497419607,31.590567130110344
36059,1358343,1,2411.1728641485024,1775.083954603883
36063,210433,1,1.5744791801396474,7.482092543183091
36065,229577,2,3.6036052877376434,15.696717387794264
36067,461809,2,3.5552694741942616,7.6985712149270835
36069,109864,1,0.2870938501451725,2.61317492668365
36071,381951,1,60.492431723607524,158.3774665431103
36073,40612,1,1.5037746020954703,37.02783911394343
36075,117898,2,4.440892098500626e-16,3.766723861728466e-15
36077,59749,7,1.090260730254292,18.247346905459374
36079,98892,1,7.838196196080638,79.26016458440155
36081,2278906,1,127.60903796308048,55.995744433109785
36083,159442,2,0.6786696319699281,4.2565298476557505
36087,325695,1,72.08290343518775,221.32026415876123
36089,108047,4,0.08275948798482169,0.7659582217444417
36091,230163,2,2.0599416437806575,8.949925243330412
36093,155350,2,6.860890544239492,44.16408461048917
36095,31097,2,0.11612317403390437,3.734224331411531
36099,34300,6,0.07177346253629313,2.092520773652861
36101,95796,4,3.6561190017812386,38.16567499458473
36103,1481093,1,2.4534326716620853,1.6565014294592477
36105,75498,4,10.538999146272943,139.5930904960786
36107,48560,2,1.88530309993482,38.82419892781754
36111,178599,3,6.916699943951993,38.72754015393139
36113,64265,3,1.0876835829836047,16.924976005346686
36115,61197,3,1.3816056894808435,22.576363048529235
36117,90064,1,0.8563660913168785,9.508417251253313
36119,967612,1,75.42359038910581,77.94817591049491
36123,24841,1,0.07177346253629313,2.889314541938454
37001,166436,3,0.2322463480678092,1.3954093349263934
37015,19026,7,0.168943542395398,8.879614338032061
37019,136744,2,0.16894354239539755,1.2354731644196275
37021,259103,2,1.808819449273912,6.981082616850874
37023,90382,2,-0.24223080681304054,-2.6800779669960892
37025,211342,1,1.0656449238676426,5.042277085802361
37031,69524,4,0.08755802689427927,1.2593928268551764
37035,158652,2,0.2820888539868154,1.7780352846911187
37037,73139,2,3.5815997265531863,48.96976615148124
37039,28383,9,0.07177346253629313,2.5287482837012694
37045,97645,4,0.08275948798482213,0.8475547952769945
37047,55655,6,1.7613684446688502,31.647982116051573
37049,102912,3,0.1655189759696416,1.6083544773169465
37051,332330,2,2.000290022146304,6.018987217964987
37055,36501,4,0.0,0.0
37057,166614,2,2.73493792193082,16.41481461300263
37059,42733,2,0.168943542395398,3.953467867816395
37063,316739,2,5.1971012202707065,16.408150623291437
37065,52005,3,0.4618174634629675,8.880251196288192
37067,379099,2,1.0152005633661334,2.6779299427488157
37071,222846,1,0.8554875304589804,3.8389180441155797
37077,60115,4,0.4464526967939717,7.426643879131193
37081,533670,2,2.568937820127452,4.813719752145431
37083,50574,4,0.4727333575346888,9.347359464046521
37085,134214,4,0.6767532975515618,5.042345042630141
37089,116748,2,3.2260024848430824,27.632186288785096
37091,23659,6,0.3195079107728942,13.504709022904358
37097,178435,1,0.33703593780457464,1.8888443287728003
37103,9637,3,0.25869387091371276,26.84381767289745
37107,55976,4,1.9540006104092145,34.90782854096782
37111,45507,6,0.07177346253629313,1.5771960915088477
37113,35285,7,0.07177346253629313,2.03410691614831
37119,1093901,1,7.659382802298268,7.001897614407764
37123,27271,6,0.168943542395398,6.194988903795166
37125,98682,4,0.4641016151377535,4.703001713967629
37127,94016,3,1.2595146721344253,13.396811948332466
37129,232274,2,-2.220446049250313e-15,-9.559597928525419e-15
37131,19676,9,0.7235592972457274,36.773698782563905
37133,197683,3,0.515716566510398,2.608805848304599
37135,146027,2,1.0818215499914636,7.4083666033778925
37139,39639,4,0.3195079107728942,8.060443269832593
37147,179914,3,0.08275948798482213,0.4599947084986279
37151,143351,2,2.7761835661458494,19.366335541055516
37153,44887,5,0.08275948798482258,1.843729542736707
37155,131831,4,1.276938399964751,9.686176999072684
37157,90690,2,0.168943542395398,1.8628684793846952
37159,141262,1,2.1673624887515395,15.342855748549075
37161,66826,4,1.2810998421962907,19.170679708441185
37167,62075,6,0.5730505192732629,9.231583073270446
37179,235908,1,1.785955505185001,7.570559307802197
37181,44582,4,0.9015788067719139,20.222933174193933
37183,1092305,1,4.578570786875758,4.191659643483971
37187,11859,7,-0.9999999999999991,-84.32414200185507
37191,123248,3,3.6078394555749664,29.273006098070283
37193,68557,6,0.7617295898720438,11.110894436338285
37195,81455,4,1.988826673481796,24.416262641726057
37197,37543,2,0.07177346253629313,1.9117668416560512
38017,181516,3,0.25869387091371054,1.425184947408
38029,3295,8,0.0,0.0
38049,5816,9,0.0,0.0
38059,31095,3,1.3322676295501878e-15,4.284507572118308e-14
38089,30997,7,0.16894354239539755,5.45031914041351
38101,67744,5,0.0,0.0
39003,102663,3,2.847213295387526,27.733587518263892
39007,97493,4,4.388476684076053,45.01324899301543
39009,65818,4,0.0,0.0
39011,45804,4,0.6692590185696052,14.611366224993564
39013,67505,3,0.5218712237581196,7.730852881388335
39015,43602,1,0.0,0.0
39017,382378,1,2.853154804970492,7.461608159911114
39019,27081,2,0.07177346253629313,2.6503254139911054
39021,38754,6,0.0,0.0
39023,134585,3,0.1689435423953971,1.2552925095322442
39029,102665,4,2.8655135772279365,27.911299636954528
39037,51323,6,3.3664517135893455,65.59343205949274
39039,38165,4,0.07177346253629313,1.8806095253843347
39041,204826,1,0.09026073025429238,0.4406702774759668
39043,74615,4,0.2704150727080532,3.624138212263663
39045,155782,1,0.1919164527704349,1.2319552500958704
39053,29979,6,0.07177346253629313,2.3941246384566908
39055,94031,1,2.392272681452159,25.441319154876144
39061,816684,1,17.714654395460727,21.69095316604798
39063,75930,4,0.1486983549970351,1.9583610561969589
39073,28385,1,0.07177346253629313,2.5285701087297214
39075,43892,7,0.0,0.0
39077,58504,4,0.2311444133449163,3.9509164047743113
39081,65767,3,0.2311444133449163,3.514595668723164
39083,61893,4,0.07177346253629313,1.159637802922675
39085,230514,1,2.2076927227353664,9.577260915759418
39089,175769,1,1.1878618388652677,6.758084980089024
39093,309461,1,3.575008716516436,11.552372404007084
39095,429899,2,14.92065469133469,34.707349147903784
39097,44413,1,0.08755802689428016,1.9714504062837492
39099,229642,2,10.613696002742827,46.21844437316705
39101,65256,4,0.4539170160266046,6.955942994155397
39103,179146,1,4.795875633739772,26.770765932478383
39107,40959,7,0.4142135623730949,10.1128826966746
39109,106222,2,4.001129724125512,37.66761804640763
39129,58086,1,5.0584707406327,87.08588542217917
39133,162927,2,8.873324987068706,54.461967550306
39135,40997,6,0.11612317403390437,2.832479792031231
39137,33780,6,-0.5395435972939797,-15.97227937519182
39139,121099,3,0.1689435423953971,1.3950861889478616
39141,76931,4,0.07177346253629313,0.9329589182032357
39143,58799,4,1.758821334579424,29.912436173734655
39147,55207,4,0.0,0.0
39149,48627,4,0.0,0.0
39151,371574,2,2.7838976948012117,7.492175703362484
39153,541918,2,-3.9483012556740107,-7.285790941939576
39155,198627,2,4.453003513256682,22.41892347594578
39165,232173,1,2.0811623606379435,8.963843171419345
39167,60155,4,1.8753238819021778,31.17486296903296
39169,115967,4,3.401035702597376,29.327616499498788
39171,36804,6,0.2311444133449163,6.280415534858067
39173,130696,2,3.050479234597116,23.340264695148406
39175,21935,7,0.08275948798482258,3.772942237739803
40001,22082,6,0.1776715231464343,8.045988730478864
40013,47192,6,0.07177346253629313,1.5208819828846654
40015,28977,6,-0.7253570621448988,-25.03216558459809
40017,144447,1,1.2595146721344253,8.719562691744551
40021,48675,6,0.0,0.0
40027,281669,1,3.8475377185414423,13.659784067616394
40031,120422,3,1.0875580268942806,9.031223753917729
40033,5776,3,0.0,0.0
40037,71604,2,0.4125505889923273,5.76155785978894
40041,42733,6,2.1821603951565045,51.064994153382735
40047,60913,5,0.2311444133449163,3.7946647406122884
40051,55551,1,0.16894354239539844,3.041233144234999
40055,5821,7,0.3684608299670913,63.29854491789921
40071,44161,5,0.2541784693722011,5.755722682280771
40077,10231,7,0.0,0.0
40093,7644,9,0.0,0.0
40097,41107,6,0.45391701602660195,11.042328947055292
40101,68362,4,-0.2961282328640156,-4.331766666627886
40109,792582,1,2.674333877603864,3.3742046597120097
40113,47014,2,0.47474706097265873,10.097993384367609
40115,31175,6,0.9999999999999998,32.076984763432236
40117,16390,2,0.08275948798482213,5.0493891387932965
40119,82040,4,0.0,0.0
40121,43877,5,0.08275948798482258,1.8861701571397902
40123,38247,7,0.4208081508386923,11.002383215381396
40125,72679,4,1.4772255750516603,20.325342603113146
40131,91984,2,1.2810998421962898,13.92742044481964
40133,24578,7,0.32461613047884885,13.207589326993608
40135,41179,2,0.08755802689428016,2.1262786103178843
40137,43265,4,0.1486983549970351,3.4369202588012273
40139,20455,7,0.0,0.0
40143,648360,2,2.9565660711071544,4.560068590146145
40145,80110,2,4.087115441977861,51.01879218546825
40147,51843,4,1.4373383780428277,27.724830315429813
41003,92101,3,0.7038717671359835,7.642390062387852
41005,416075,1,1.7904681547505756,4.303234163914139
41033,87393,3,0.07177346253629313,0.8212724421440291
41039,379611,2,0.6564024798866686,1.7291450455510209
41043,127335,3,1.6659812755836025,13.08345133375429
41047,346868,2,0.9709155322981182,2.7990922549734143
41051,811880,1,4.510732417671214,5.555910254805161
41053,85234,2,-0.8838768259660956,-10.370002885774404
41065,26505,6,0.07177346253629313,2.7079216199318292
41067,597695,1,3.0669575773171562,5.131308739937855
41071,107002,1,0.6401357000105978,5.982464813840843
42001,102811,3,1.546664028629258,15.04376018742409
42003,1218452,1,3.2604716620681984,2.6759130947039345
42005,65263,1,0.3246161304788484,4.973968871778012
42007,164742,1,9.615982014669044,58.36994825040999
42009,48176,6,0.0,0.0
42011,420152,2,16.05440442234392,38.21094371166607
42015,60833,6,0.08275948798482213,1.360437393928002
42017,628195,1,50.28341015755399,80.04426994413198
42019,187888,1,0.5678592903435993,3.0223286763582524
42021,131730,3,0.2820888539868154,2.1414169436484887
42025,64227,2,3.978929847265615,61.95104624637014
42027,162805,3,0.3195079107728942,1.9625190305758067
42029,522046,1,3.4400019958996353,6.589461457227209
42031,38779,6,0.0,0.0
42041,251423,2,2.1751495599074744,8.651354728515189
42045,564751,1,37.54539796079794,66.48133064093369
42051,130441,1,8.881784197001252e-16,6.809043319969375e-15
42055,154835,3,0.6465282072683056,4.175594712231121
42063,84501,4,0.337887084790796,3.9986164044306696
42069,210793,2,14.757123611225907,70.00765495640702
42071,543557,2,6.820436702148811,12.547785608774813
42073,86184,4,0.9425034294250736,10.935944368155036
42075,141314,3,2.4351246719397004,17.23201290699931
42077,368100,2,21.7573825541148,59.107260402376525
42079,317646,2,8.159475701534078,25.687323944057464
42085,110683,2,0.2820888539868154,2.5486195168798766
42089,169507,3,3.1798825325769187,18.759594191254156
42091,828604,1,41.60168982909107,50.206962347624525
42095,304807,2,10.01460254408785,32.85555300267989
42099,46139,2,0.624504792712471,13.535291027384012
42103,55933,1,4.169831251287121,74.55046665272954
42107,142067,4,1.1547960406562332,8.12853119060889
42109,40540,7,0.4142135623730949,10.217404103924395
42117,40763,6,0.0,0.0
42125,207346,1,0.16894354239539755,0.8147904584385403
42127,51276,6,0.4996304016647324,9.743942617691168
42129,350611,1,2.278244505265466,6.497926491939688
42131,27046,2,0.0,0.0
42133,448273,2,2.7635771765792523,6.164942293154511
44003,163861,1,1.8584973052619604,11.341913605201729
44007,636084,1,31.073980291593188,48.852007426052516
44009,126179,1,2.9368101229223598,23.274951639514974
45003,169401,2,0.0,0.0
45005,8903,6,0.0,0.0
45007,200482,2,2.69145816725592,13.42493673873924
45013,188715,3,0.489125293076059,2.5918728933898154
45015,221091,2,1.8711954009131748,8.463462560272353
45017,14520,2,0.0,0.0
45019,405905,2,0.8977309400714129,2.2116774616509107
45027,33700,6,4.741914886218247,140.7096405406008
45029,37660,6,0.2595146721344257,6.890989700861011
45035,160647,2,0.17767152314643564,1.1059747343332627
45037,27052,2,-1.0,-36.96584356055005
45039,22402,2,0.35215804504934756,15.719937730977035
45043,62249,4,0.4196753534142035,6.741881048919717
45045,514213,2,2.668259017474867,5.189015091946074
45051,344147,2,2.7800165840140583,8.077991625712437
45053,28971,3,0.0,0.0
45055,65592,2,0.7833508484704321,11.942780346237836
45057,95380,1,1.0919968807351204,11.448908374241146
45059,66994,2,-0.8513016450029649,-12.707132653714735
45061,17142,6,-0.5779017465153551,-33.712620844437936
45063,295032,2,2.1505470027722122,7.289199147116964
45065,9410,8,0.0,0.0
45067,31039,6,0.16894354239539755,5.442944115319357
45071,38520,6,0.07177346253629313,1.863277843621317
45075,86934,4,2.000000000000001,23.005958543262714
45083,313888,2,1.6624967693161512,5.296464883385638
45085,106512,3,0.7642575391228768,7.175318641306864
45091,274118,1,1.5839090779846559,5.778201643032037
46005,18883,7,1.3322676295501878e-15,7.055381187047545e-14
46073,2043,9,0.0,0.0
46087,5546,3,0.0,0.0
46099,192876,3,8.633451285452105,44.761667006014775
46103,111729,3,0.2311444133449163,2.0687951502735755
47001,76482,2,0.07177346253629313,0.9384360050246219
47003,49038,4,4.440892098500626e-16,9.056022061463816e-15
47005,16184,7,0.0,0.0
47009,131349,2,0.08755802689428016,0.6666059649809299
47011,106727,3,0.07177346253629313,0.6724958308234386
47013,39583,2,0.07177346253629313,1.813239586092341
47017,28020,6,0.0,0.0
47019,56351,3,0.0,0.0
47037,692587,1,13.229578775648722,19.101685096094386
47047,40507,1,0.19623119885131546,4.844377486639728
47051,41890,6,0.4142135623730949,9.888125146170804
47053,49045,4,0.07177346253629313,1.463420583877931
47059,69087,4,1.3322676295501878e-15,1.928391201745897e-14
47061,13346,8,0.0,0.0
47063,64569,3,0.39246239770263225,6.078186090889316
47065,364286,2,2.461502674991449,6.757060866987611
47075,17335,6,0.19623119885131546,11.31994224697522
47085,18486,6,0.0,0.0
47093,465289,2,1.8255473147605876,3.923469746244995
47111,24265,1,0.0875580268942806,3.6084082791790895
47113,97605,3,0.9105460086999306,9.3288869289476
47115,28575,2,0.2311444133449163,8.089043336654989
47117,33683,6,0.07177346253629313,2.130851246512874
47123,46357,6,0.07177346253629313,1.5482766903874956
47125,205950,2,0.0,0.0
47131,30267,7,0.0,0.0
47141,78843,4,0.8990565143605815,11.403124111976732
47149,324890,1,2.6700655279575027,8.218367841292446
47155,97892,4,0.1486983549970351,1.5190041576128295
47157,935764,1,8.418128325797092,8.995995064778182
47159,19942,1,0.07177346253629313,3.5991105474021228
47163,157668,2,0.3195079107728942,2.0264600982627687
47165,187149,1,3.683156503948993,19.680342956409028
47169,11012,1,6.12849866792804,556.529119862699
47187,231729,1,2.3276994507875965,10.04492079449528
47189,140625,1,1.4673916401659692,10.434784996735782
48013,50310,1,0.1486983549970351,2.9556421188041164
48021,86976,1,0.08275948798482169,0.9515209711279168
48027,355642,2,1.3734482957731111,3.861884411214398
48029,1986049,1,5.768744312195032,2.904633426564517
48037,94324,3,0.258693870913711,2.742609207770143
48039,370200,1,1.9300369479077402,5.21349796841637
48041,226758,3,1.5815956340621238,6.974817356221716
48049,37924,5,-0.32211432514396154,-8.49368012720076
48057,21561,6,0.08755802689427794,4.060944617331198
48061,423908,2,3.0700527054949553,7.242261777307706
48069,7665,6,0.0,0.0
48073,52592,6,0.07177346253629313,1.3647220591780713
48085,1005146,1,4.55835114630603,4.535013964444996
48091,148373,1,0.0932069580141146,0.6281935258713823
48099,74808,2,1.2704150727080536,16.982342432735184
48107,5779,2,0.0,0.0
48113,2637772,1,5.272921998926535,1.9990059788816221
48115,12619,7,0.07177346253629313,5.687729815064041
48121,859064,1,9.165611484245133,10.6692999406856
48123,20187,6,0.0,0.0
48135,162124,3,2.6645352591003757e-15,1.6435168507441066e-14
48139,179436,1,1.9622930867039505,10.935894060857077
48141,840758,2,9.54635478301499,11.354462024762169
48143,42446,4,0.3195079107728942,7.5273974172570846
48149,25349,6,0.07177346253629313,2.831411990070343
48157,787858,1,8.567933424894331,10.874971663541311
48167,337890,1,4.1092874505071855,12.161613100438561
48177,20826,6,0.08275948798482213,3.9738542199568876
48185,28360,6,0.07177346253629313,2.5307991021259917
48189,33830,4,0.27693839996475234,8.186177947524454
48199,57207,2,0.15722933744677547,2.7484282945579293
48201,4698619,1,14.657203606161573,3.119470552126396
48203,66726,4,0.0932069580141146,1.3968611637759585
48209,222631,1,0.5336746868385576,2.397126576436155
48215,865939,2,1.6616889767735135,1.9189446101555807
48217,36354,6,0.0,0.0
48219,22980,6,0.2820888539868154,12.275407049034612
48221,60537,1,0.1776715231464343,2.9349244783592563
48227,36459,4,0.0,0.0
48231,96493,1,0.16894354239539755,1.750837287631202
48245,255001,2,4.96488446247594,19.470058793792727
48251,171361,1,0.4357722987992636,2.54300744509698
48273,31129,4,0.07177346253629313,2.305678387879249
48285,20110,6,0.0,0.0
48293,23519,6,0.0,0.0
48303,307412,2,8.518374592455743,27.709961200134487
48305,5877,2,0.0,0.0
48309,254607,2,0.18255821036509268,0.7170196041942786
48321,36552,4,0.15722933744677503,4.3015248809032345
48325,50921,1,0.168943542395398,3.3177577501501934
48329,172578,3,0.36846082996708773,2.1350394022823753
48331,25131,6,0.0,0.0
48337,19596,6,0.1486983549970351,7.588199377272662
48339,590925,1,0.7812687876124045,1.3221115837245072
48341,21485,7,2.237126114851617,104.12502279970292
48347,65711,5,0.5719766448542467,8.704427643077212
