countyFIPS,PopulationEstimate2018,Rural-UrbanContinuumCode2013,increase,increase_scaled
12027,37489,6,1.3782687846628514,36.7646185457828
12031,950181,1,9.804997932515228,10.319084398146487
12033,315534,2,2.2623877794458274,7.170028521318867
12035,112067,2,1.0378041299843228,9.26056849906148
12043,13724,6,0.2311444133449163,16.84235014171643
12051,41556,4,1.8679751875660715,44.950793809944926
12053,190865,1,0.2810998421962898,1.4727678840871286
12055,105424,3,0.17814929790867584,1.6898362603266415
12057,1436888,1,5.681535557861729,3.95405595833616
12061,157413,3,1.467782961300312,9.324407522252368
12065,14288,2,1.7763568394002505e-15,1.2432508674413847e-13
12069,356495,1,2.472917641529625,6.936752665618381
12071,754610,2,3.455565726345938,4.579273699455266
12073,292502,2,1.8193047424889284,6.219802744900645
12079,18529,6,0.08275948798482213,4.466484321054678
12081,394855,2,9.302287048589676,23.558741939673236
12083,359977,2,-1.0,-2.777955258252611
12085,160912,2,1.5719766448542432,9.769169762691677
12086,2761581,1,38.54451823282443,13.957409988272815
12087,75027,4,0.17767152314643697,2.368101125547296
12091,207269,3,-0.6265517042268876,-3.0228915285300144
12097,367990,1,-0.9059011659423426,-2.4617548464424104
12103,975280,1,0.373046736854171,0.3825021910160887
12105,708009,2,1.9713975042399063,2.7844243565264093
12107,74163,4,0.35215804504934756,4.748433114212579
12109,254261,1,0.0,0.0
12111,321128,2,1.7495715805500645,5.448206262144891
12113,179349,2,3.205956681171676,17.87552024918832
12115,426718,2,4.555174528484486,10.674905976510214
12117,467832,1,2.6614819066463333,5.688969345077577
12119,128754,3,3.8136372428061343,29.619563219831107
12121,44191,6,1.1856281046666997,26.82962831044103
12127,547538,2,-0.5669075336007623,-1.0353756882641247
12129,32461,2,0.07177346253629313,2.211067512901424
13001,18507,7,0.7246531706480868,39.155626014377624
13005,11185,7,0.07177346253629313,6.416938984022631
13007,3092,3,0.08275948798482213,26.76568175447029
13009,44823,4,2.643735798228615,58.981679009183125
13013,80809,1,0.09026073025429238,1.1169638314332855
13015,106408,1,0.49295435922184794,4.63268137002714
13021,153095,3,0.3816562287460705,2.492937252987168
13025,18897,3,2.220446049250313e-15,1.1750256915120458e-13
13027,15513,3,0.18786183886526864,12.10996189423507
13029,38109,2,-2.220446049250313e-15,-5.826566032302902e-14
13031,77296,4,0.2586938709137123,3.3467950594301428
13035,24193,1,3.1799499503125706,131.44091060689334
13037,6352,8,0.5947934199881422,93.63876259259166
13039,53677,4,0.3195079107728942,5.952417437131252
13045,118121,1,4.452470375601475,37.69414732013338
13051,289195,2,1.5321815516061044,5.298091431754022
13055,24790,6,0.08275948798482213,3.338422266430905
13057,254149,1,5.428045839176129,21.35773046195786
13059,127330,3,2.076959960280952,16.311630882596024
13061,2887,9,1.3734482957731111,475.73546788123
13063,289615,1,5.278556468262934,18.226115595749302
13067,756865,1,4.189341636022576,5.535124012898701
13069,43093,7,0.37243371194623887,8.642557072987232
13071,45592,6,1.846987661547212,40.51122261684532
13073,154291,2,1.2662434565016385,8.206852353679984
13075,17162,6,0.11612317403390437,6.76629612130896
13077,145864,1,0.27693839996475234,1.8986069212742853
13081,22601,6,2.2810998421962903,100.92915544428521
13083,16226,2,0.07177346253629313,4.423361428342976
13087,26575,6,1.0827594879848217,40.743536706860645
13089,756558,1,12.24693353449927,16.187699468513017
13093,13706,6,1.765467912796817,128.809857930601
13097,145331,1,2.2686130935086766,15.609973739316985
13099,10247,6,4.23021240899287,412.82447633384106
13103,62190,2,0.07177346253629313,1.1540997352676174
13113,113459,1,0.5636046913947759,4.967474518502506
13115,97927,3,1.193648376899155,12.189165162816742
13117,236612,1,2.242886167170589,9.479173360482939
13121,1050114,1,17.066834789091274,16.252363828204626
13127,85219,3,0.374108810316637,4.389969494087433
13129,57685,4,0.4899959967967966,8.49433989419774
13131,24748,6,0.3442125858823699,13.908703163179648
13133,17698,6,0.352158045049348,19.8981831308254
13135,927781,1,19.430489280798056,20.942969602522638
13137,45388,6,2.161763787333017,47.62853149142983
13139,202148,3,4.142335940069351,20.491599917235646
13143,29533,1,0.0,0.0
13145,34475,2,0.08275948798482169,2.400565278747547
13151,230220,1,2.1813398959090318,9.475023438055041
13153,155469,3,3.7769338848948557,24.293807028377717
13155,9398,7,0.0,0.0
13157,70422,4,0.42080815083869183,5.975521155870209
13161,15029,7,0.2311444133449163,15.379893096341492
13163,15430,6,0.07177346253629313,4.651552983557559
13165,8683,6,0.0,0.0
13167,9708,7,0.6564024798866686,67.61459413748132
13173,10340,3,0.07177346253629313,6.941340670821386
13175,47325,5,0.39038917031590925,8.249110836046682
13185,116321,3,0.5544204666162464,4.766297286098353
13193,13143,6,0.44181680439399784,33.61613059377599
13195,29650,3,0.2311444133449163,7.795764362391782
13197,8351,2,0.1486983549970351,17.80605376566101
13205,22192,6,5.732331936961906,258.3062336410376
13207,27520,3,0.38383461901649607,13.947478888680816
13215,194160,2,2.136913517484757,11.005941066567559
13217,109541,1,0.37243371194623887,3.399948073746258
13221,15054,3,0.08755802689427927,5.816263245268983
13223,164044,1,0.385925425258959,2.3525726345307296
13225,27297,3,0.44948974278317877,16.46663526333219
13227,31980,1,1.3322676295501878e-15,4.1659400548786364e-14
13229,19389,6,0.4641016151377517,23.93633581606848
13231,18634,1,0.08275948798482258,4.441316302716678
13235,11069,3,0.0,0.0
13237,21809,6,0.2810998421962889,12.889166958424912
13239,2279,9,0.1486983549970351,65.24719394341163
13245,201554,2,3.9689171997119317,19.691582403286127
13247,90594,1,1.752464215100944,19.344153201105414
13249,5236,8,0.0,0.0
13251,13938,6,0.0,0.0
13253,8315,6,0.08275948798482302,9.953035235697298
13255,66100,1,1.389590492840865,21.022549059619745
13257,26035,7,0.374108810316637,14.369456897124525
13263,6272,8,0.11612317403390437,18.51453667632404
13279,26887,7,0.08755802689427794,3.2565190201315852
13285,70034,4,0.18255821036509268,2.606708318318141
13287,7912,6,0.4604564027060185,58.19721975556351
13291,24001,9,0.11612317403390437,4.838263990413082
13293,26215,6,2.4743462467388433,94.38665827727803
13297,93503,1,1.8538310145568966,19.826433532152944
13299,35680,5,0.19310034893146266,5.412005295164312
13303,20386,7,0.07177346253629313,3.520723169640593
13307,2611,8,0.08275948798482169,31.696471844052738
13313,104062,3,0.5358663105321098,5.1494907894534965
13315,8812,8,2.659475095195317,301.80153145657255
13319,9036,8,0.08275948798482302,9.15886321213181
13321,20299,3,1.582900647922223,77.97924271748475
15003,980080,2,0.6444401046771198,0.6575382669548606
15009,167207,3,0.09199688073512036,0.5501975439731611
16001,469966,2,4.366167946544554,9.290391106047148
16013,22601,7,2.986832119184162,132.15486567780903
16027,223499,2,0.28398713530064423,1.2706416373256444
16031,23864,7,0.0,0.0
16039,27259,6,0.168943542395398,6.197716071587292
16053,24015,7,0.44948974278317877,18.717041131924994
16069,40408,3,3.1914844902541546,78.98150094669754
16075,23551,6,0.0,0.0
16083,86081,5,0.28305247518124865,3.288210815176969
17005,16630,1,0.2311444133449163,13.899243135593283
17007,53577,2,1.096130128934412,20.45896800743625
17015,14312,7,1.7763568394002505e-15,1.2411660420627797e-13
17019,209983,3,1.459781870985835,6.951905016052894
17021,32661,6,0.45391701602660195,13.897829705967421
17027,37639,1,0.7688806688798406,20.427765585691454
17029,50885,5,0.1486983549970351,2.922243391904001
17031,5180493,1,1564.6994177886595,302.0367786982165
17037,104143,1,1.3521580450493471,12.98366712164377
17043,928589,1,16.62273017066329,17.901062979061017
17049,34208,7,0.1486983549970351,4.346888300895554
17051,21416,6,1.7763568394002505e-15,8.294531375608192e-14
17053,13264,3,0.07177346253629313,5.411147658043812
17077,57419,3,2.366979487976561,41.22293122444768
17079,9611,7,1.9853616451542129,206.57180784041336
17081,37820,7,0.06811060144011094,1.8009148979405325
17083,21847,1,0.07177346253629313,3.285277728580269
17091,110024,3,4.454856805144107,40.489864076420666
17093,127915,1,2.186635994508773,17.094445487306203
17097,700832,1,44.45868907118137,63.437013537026516
17099,109430,4,1.0,9.138261902586128
17105,35761,4,0.07177346253629313,2.0070317534826523
17111,308570,1,16.105499097011716,52.19398871248571
17113,172828,3,0.0875580268942806,0.5066194534119507
17115,104712,3,1.1941157262901214,11.40380974759456
17119,264461,1,3.8828946588472952,14.682295910728975
17133,34335,1,1.7683505774264923,51.502856485408245
17135,28601,6,0.11612317403390437,4.060108878497408
17137,33976,4,0.1486983549970351,4.37657037311735
17141,50923,4,0.19623119885131546,3.853488577878669
17143,180621,2,0.2704150727080532,1.4971408236476003
17157,32106,6,1.0476725110792193,32.631673552582676
17161,143477,2,1.6899304491633291,11.778406637742142
17163,261059,1,2.041266763843481,7.819177901713717
17167,195348,3,1.193648376899155,6.110369069041685
17179,132328,2,-2.220446049250313e-15,-1.6779865555667075e-14
17195,55626,4,1.1894626096254566,21.383213059099283
17197,692310,1,25.40431809552328,36.69500382129866
17201,284081,2,2.771747919934443,9.75689299859703
17203,38463,2,0.2311444133449163,6.009526384965196
18001,35636,6,0.2311444133449163,6.486261458775292
18003,375351,2,3.5733547111195776,9.520035143424627
18005,82753,3,0.4775159272756433,5.770376025952452
18009,11930,6,0.07177346253629313,6.016216474123481
18011,66999,1,5.017668331673189,74.89168990094164
18013,15234,1,0.07177346253629313,4.711399667604906
18015,20127,3,0.11612317403390437,5.769522235499795
18017,37955,4,0.25869387091371054,6.815804792878686
18019,117360,1,3.1799499503125706,27.095688056514746
18021,26170,3,0.0,0.0
18023,32250,6,0.5336746868385576,16.548052305071554
18027,33147,7,1.366532950950571,41.22644435244731
18029,49568,1,-1.824883946211437,-36.8157671524257
18031,26794,6,5.969600303358003,222.79615971329414
18033,43226,4,0.1486983549970351,3.4400211677470756
18035,114772,3,4.268412242110568,37.19036212761447
18039,205560,3,1.9817577768567585,9.640775330106823
18041,23047,6,1.4618174634629684,63.427667959516135
18043,77781,1,2.6891336570595925,34.57314327483052
18045,16351,6,0.08275948798482302,5.061432816636476
18047,22736,6,0.5600614104693022,24.633242895377474
18053,65936,4,-0.5268763363070388,-7.990723372771154
18055,32006,6,1.3876508276678177,43.35595912228387
18057,330086,1,16.467090511635917,49.887273351901975
18059,76351,1,2.242886167170589,29.375989406433302
18061,40350,1,0.19069004431688263,4.725899487407252
18063,167009,1,11.99676768746091,71.83306101743564
18065,48271,4,0.07177346253629313,1.4868857603176469
18067,82366,3,-0.22044504202065518,-2.676408251228118
18069,36240,6,8.881784197001252e-16,2.4508234539186678e-14
18073,33370,1,1.0000000000000004,29.96703626011389
18079,27611,6,0.5422697005021058,19.639625529756465
18081,156225,1,15.86094694884929,101.52630468138447
18085,79344,4,0.2820888539868154,3.5552638383093287
18087,39330,6,0.08275948798482302,2.1042331041144933
18089,484411,1,5.86525022815006,12.108003798737148
18091,110007,3,-0.45598308578901126,-4.145037004817977
18093,45668,6,0.5771892104212597,12.638810773873603
18095,129641,1,0.9617121717092161,7.418271779060761
18097,954670,1,21.338208940429865,22.35139780283225
18099,46248,6,0.07177346253629313,1.5519257597364886
18105,146917,3,0.5645094733533007,3.8423700004308605
18109,70116,1,2.2184056851423763,31.63907931345736
18111,14011,1,-1.8121381611347296,-129.3368182952487
18113,47532,6,-1.5174142863706077,-31.924057190326682
18117,19489,6,1.620454835649193,83.14715150337076
18119,20845,3,0.1486983549970351,7.133526265149201
18127,169594,1,2.556184796639794,15.07237754071367
18133,37779,1,0.18255821036509268,4.832266877500534
18135,24851,6,0.16894354239539888,6.7982593213713285
18137,28523,6,-0.5381825365370316,-18.8683706670768
18139,16663,6,0.515716566510398,30.949802947272282
18141,270771,2,2.4272864750088665,8.964351703132413
18143,23878,1,0.2586938709137119,10.833984040276066
18145,44593,1,2.358601898832843,52.891752042536794
18149,22935,6,-1.0,-43.60148245040332
18151,34586,7,0.07177346253629313,2.0752172132161317
18157,193048,3,0.1435469250725867,0.7435815189620546
18159,15128,6,0.07177346253629313,4.744411854593676
18163,180974,2,1.4494897427831779,8.00938114194955
18167,107386,3,1.4505206955859258,13.507540047919894
18169,31280,6,0.2820888539868154,9.018185869143714
18171,8263,8,0.0,0.0
18173,62567,2,2.0863994010018896,33.34664281493263
18177,65936,5,0.4641016151377517,7.038668028660394
18183,34074,2,0.374108810316637,10.979304170823413
19005,13832,6,0.44181680439399784,31.941642885627374
19007,12437,7,0.14354692507258715,11.541925309366178
19011,25642,2,0.0,0.0
19013,132408,3,8.436452687588343,63.71558129107262
19017,24947,3,1.785155024015764,71.55790371650956
19043,17556,8,0.2311444133449163,13.16612060520143
19045,46518,4,0.0,0.0
19047,17158,7,0.19623119885131546,11.436717499202441
19057,39138,5,0.07177346253629313,1.8338561637358355
19061,96854,3,0.8499052001553045,8.775117188296864
19087,20067,6,0.0,0.0
19103,151260,3,0.5814157194373353,3.8438167356692805
19113,225909,2,5.96171217170928,26.38988341194587
19115,11169,8,0.2973967099940702,26.626977347485916
19121,16249,2,0.1486983549970351,9.151231152503852
19123,22000,7,0.07177346253629313,3.2624301152860515
19139,42929,4,3.169831251287116,73.83892593088858
19153,487204,2,5.746549654770426,11.794955818857042
19155,93533,2,0.08275948798482213,0.8848159257676128
19157,18699,7,0.2322463480678092,12.42025499052405
19163,173283,2,1.687538709400421,9.738628194343478
19171,16904,6,1.8753225570378724,110.93957389007764
19183,22141,3,0.09409883405765918,4.249981213931583
19193,102539,3,7.033965518247996,68.5979531519519
20011,14653,6,0.0,0.0
20027,7997,6,0.0,0.0
20031,8233,6,0.8575843678996318,104.16426186075935
20035,35218,4,0.0,0.0
20037,39019,4,0.0,0.0
20091,597555,1,6.708261893034724,11.22618318486955
20103,81352,1,1.4807406984078586,18.201650831053428
20111,33406,4,0.2820888539868154,8.444257139041351
20115,11950,6,0.0,0.0
20125,32120,5,0.16894354239539888,5.259761593879168
20169,54401,5,8.881784197001252e-16,1.632650906601212e-14
20173,513607,2,1.8515729044717055,3.6050382967360366
20177,177499,3,1.2561882368082866,7.077156698394282
20191,22996,2,0.0,0.0
20209,165324,1,3.609150849486852,21.83077381074044
21001,19215,7,1.6764963540490196,87.2493548815519
21005,22663,6,0.0,0.0
21015,131533,1,0.3246161304788484,2.4679443978229676
21017,20184,2,0.07177346253629313,3.5559583103593506
21019,47240,2,0.1776715231464343,3.7610398633876865
21029,81069,1,0.08275948798482169,1.0208524588291665
21031,12772,3,1.266243456501634,99.1421434780484
21035,39135,7,0.1486983549970351,3.799625782471831
21037,93152,1,3.1610778167011375,33.934621014053775
21047,71671,2,1.1825582103650931,16.499814574445633
21055,8915,7,0.0,0.0
21059,101104,3,0.4721359549995805,4.669804903857221
21067,323780,2,1.9908751037132806,6.148851392035581
21081,25121,1,0.24937626119330014,9.927003749584019
21083,37317,7,3.1856281046667014,85.36667215120994
21085,26321,6,2.3009176164299934,87.41756074731178
21101,45591,2,0.4142135623730949,9.085423929571515
21107,45068,5,7.8710305458983285,174.64787756053803
21109,13442,9,1.577684421833455,117.36976802808027
21111,770517,1,5.7971708003359055,7.523741592120492
21117,166051,1,6.991673256267344,42.10557754104067
21125,60669,5,1.7763568394002505e-15,2.9279481108972464e-14
21137,24644,7,0.0,0.0
21143,8009,9,-2.220446049250313e-15,-2.772438568173696e-13
21145,65346,5,1.0875580268942806,16.643069612436577
21149,9252,3,0.07177346253629313,7.757615924804705
21151,92368,4,0.0,0.0
21163,28715,3,0.0,0.0
21177,30774,6,0.43577229879926627,14.160404848224678
21195,58402,7,0.08275948798482213,1.417065990630837
21199,64623,5,0.08275948798482258,1.280650665936626
21207,17821,9,0.08755802689428016,4.913193810351841
21211,48518,1,-8.881784197001252e-16,-1.8306163067317805e-14
21213,18529,6,8.881784197001252e-16,4.7934503734692926e-14
22001,62190,2,1.573388468881257,25.299702024139847
22003,25605,6,1.9817577768567638,77.39729649899488
22005,124672,2,2.8719483188616906,23.036033101752523
22009,40462,6,0.3608324775809635,8.917811219933851
22011,37253,6,0.2704150727080532,7.258880431322396
22013,13308,6,2.1753992349510565,163.46552712286268
22015,127185,2,2.694596036351495,21.186429503097813
22019,203112,3,0.16669448786378993,0.8207023113542771
22025,9608,9,0.08275948798482302,8.613601996755103
22027,15944,6,0.3876508276678239,24.31327318538785
22029,19572,7,0.1825582103650918,9.3275194341453
22031,27436,2,-0.5188783093669702,-18.91231627667919
22033,440956,2,14.965115855625015,33.937889167229876
22037,19305,2,3.040270507601196,157.48616977991173
22041,20156,7,0.17767152314643564,8.81482055697736
22047,32721,2,0.5632988712872589,17.21520953782766
22051,434051,1,38.443499127011364,88.56908318840726
22053,31582,6,1.1781492979086687,37.30445500312421
22055,242782,2,7.227556259020098,29.76973687925834
22057,98115,3,3.7914380847754146,38.642797582178204
22061,47196,4,0.7894530321658202,16.727117386342492
22063,139567,2,3.4881820605615967,24.99288557152906
22067,25398,6,1.5780031086491384,62.130998844363276
22069,38659,6,1.0300175328287864,26.6436672658058
22071,391006,1,47.89922377194296,122.50252878969364
22073,154475,3,2.9339091051199446,18.992776210519143
22079,130562,3,1.5814563913996054,12.112685095200789
22081,8477,8,0.1856864466832393,21.904735954139355
22089,52879,1,11.410610548120339,215.78718485826772
22091,10262,2,0.0,0.0
22095,43184,1,13.753924801398753,318.495850347322
22097,82764,4,7.414584796749978,89.58707646742519
22099,53621,2,1.5884001726406645,29.622725660481237
22101,49774,4,2.8507615440406617,57.274109857368536
22103,258111,1,11.03330264997038,42.746348082686836
22111,22330,3,-0.7160128646993495,-32.06506335420284
22113,59830,2,0.3195079107728942,5.340262590220528
22115,48860,5,0.08275948798482258,1.6938085956779079
22119,38798,2,0.27693839996475145,7.137955563811316
22121,26427,2,3.5152202914169273,133.0162444249036
22125,15460,2,0.35215804504934756,22.778657506426104
22127,14134,6,0.16894354239539888,11.952988707754272
23001,107679,3,0.1689435423953971,1.5689553431532341
23005,293557,2,3.8886506765953186,13.246663089605489
23007,29897,6,0.07177346253629313,2.4006911240690747
23011,122083,4,1.5600614104692987,12.778694908130523
23027,39694,6,0.9785330522518745,24.65191344414457
23031,206229,2,1.687538709400421,8.18283902555131
24001,70975,3,0.6513681460042324,9.17743072918961
24015,102826,1,2.514336555013191,24.452342355174675
24019,31998,6,0.0,0.0
24029,19383,6,3.183272742097726,164.2301368259674
24035,50251,1,0.46422582585359784,9.238141049005948
24041,36968,6,0.1486983549970351,4.022353251380521
24045,103195,2,-0.22817814881279475,-2.2111357024351443
25001,213413,3,7.1318163030030135,33.41790941977768
25003,126348,3,10.452194251868207,82.72544283936593
25005,564022,1,20.95674946439945,37.15590786245829
25009,790638,1,47.50951649756411,60.09010001740886
25011,70963,4,18.105635205082038,255.14190782636075
25013,470406,2,35.914642050534496,76.34818019016444
25015,161355,2,3.0378433881220914,18.827079347538604
25017,1614714,1,88.33353476317177,54.705374922848115
25019,11327,7,0.0,0.0
25021,705388,1,21.458842029768334,30.42133128117906
25023,518132,1,66.97761490432157,129.26747412690506
25025,807252,1,53.43066634415504,66.1883356673691
25027,830839,2,61.08554451378359,73.52272162691399
26005,117327,4,1.5194820289355238,12.950829978909576
26007,28360,7,2.0947835273424733,73.86401718414926
26009,23365,9,0.0,0.0
26011,15041,8,0.374108810316637,24.87260224164863
26015,61157,2,0.07177346253629313,1.1735935794151633
26017,103923,3,1.9372539331937713,18.64124335511649
26021,154141,3,1.279105041281781,8.298279116404986
26023,43622,6,0.4208081508386914,9.646695493986781
26025,134487,3,6.2801369417462,46.6969814312625
26027,51653,2,8.881784197001252e-16,1.719509843958967e-14
26029,26244,7,0.0,0.0
26031,25413,7,0.2311444133449163,9.095518567068677
26035,30757,6,0.07177346253629313,2.333565124566542
26037,79332,2,0.09367213323819357,1.1807610199943726
26039,13901,7,1.3782687846628514,99.14889465958214
26041,35857,5,4.440892098500626e-16,1.2385007386286154e-14
26043,25383,7,4.440892098500626e-16,1.7495536770675753e-14
26045,109826,2,0.4439139776179193,4.0419752847041615
